,topkills1,topdeaths1,topassists1,topdoublekills1,toptriplekills1,topquadrakills1,toppentakills1,topdamagetochampions1,topdpm1,topdamageshare1,topdamagetakenperminute1,topwardsplaced1,topwpm1,topcontrolwardsbought1,topvspm1,toptotalgold1,topearned gpm1,topearnedgoldshare1,topcspm1,topgolddiffat101,topxpdiffat101,topcsdiffat101,topgolddiffat151,topxpdiffat151,topcsdiffat151,jgkills1,jgdeaths1,jgassists1,jgdoublekills1,jgtriplekills1,jgquadrakills1,jgpentakills1,jgdamagetochampions1,jgdpm1,jgdamageshare1,jgdamagetakenperminute1,jgwardsplaced1,jgwpm1,jgcontrolwardsbought1,jgvspm1,jgtotalgold1,jgearned gpm1,jgearnedgoldshare1,jgcspm1,jggolddiffat101,jgxpdiffat101,jgcsdiffat101,jggolddiffat151,jgxpdiffat151,jgcsdiffat151,midkills1,middeaths1,midassists1,middoublekills1,midtriplekills1,midquadrakills1,midpentakills1,middamagetochampions1,middpm1,middamageshare1,middamagetakenperminute1,midwardsplaced1,midwpm1,midcontrolwardsbought1,midvspm1,midtotalgold1,midearned gpm1,midearnedgoldshare1,midcspm1,midgolddiffat101,midxpdiffat101,midcsdiffat101,midgolddiffat151,midxpdiffat151,midcsdiffat151,botkills1,botdeaths1,botassists1,botdoublekills1,bottriplekills1,botquadrakills1,botpentakills1,botdamagetochampions1,botdpm1,botdamageshare1,botdamagetakenperminute1,botwardsplaced1,botwpm1,botcontrolwardsbought1,botvspm1,bottotalgold1,botearned gpm1,botearnedgoldshare1,botcspm1,botgolddiffat101,botxpdiffat101,botcsdiffat101,botgolddiffat151,botxpdiffat151,botcsdiffat151,supkills1,supdeaths1,supassists1,supdoublekills1,suptriplekills1,supquadrakills1,suppentakills1,supdamagetochampions1,supdpm1,supdamageshare1,supdamagetakenperminute1,supwardsplaced1,supwpm1,supcontrolwardsbought1,supvspm1,suptotalgold1,supearned gpm1,supearnedgoldshare1,supcspm1,supgolddiffat101,supxpdiffat101,supcsdiffat101,supgolddiffat151,supxpdiffat151,supcsdiffat151,topkills0,topdeaths0,topassists0,topdoublekills0,toptriplekills0,topquadrakills0,toppentakills0,topdamagetochampions0,topdpm0,topdamageshare0,topdamagetakenperminute0,topwardsplaced0,topwpm0,topcontrolwardsbought0,topvspm0,toptotalgold0,topearned gpm0,topearnedgoldshare0,topcspm0,topgolddiffat100,topxpdiffat100,topcsdiffat100,topgolddiffat150,topxpdiffat150,topcsdiffat150,jgkills0,jgdeaths0,jgassists0,jgdoublekills0,jgtriplekills0,jgquadrakills0,jgpentakills0,jgdamagetochampions0,jgdpm0,jgdamageshare0,jgdamagetakenperminute0,jgwardsplaced0,jgwpm0,jgcontrolwardsbought0,jgvspm0,jgtotalgold0,jgearned gpm0,jgearnedgoldshare0,jgcspm0,jggolddiffat100,jgxpdiffat100,jgcsdiffat100,jggolddiffat150,jgxpdiffat150,jgcsdiffat150,midkills0,middeaths0,midassists0,middoublekills0,midtriplekills0,midquadrakills0,midpentakills0,middamagetochampions0,middpm0,middamageshare0,middamagetakenperminute0,midwardsplaced0,midwpm0,midcontrolwardsbought0,midvspm0,midtotalgold0,midearned gpm0,midearnedgoldshare0,midcspm0,midgolddiffat100,midxpdiffat100,midcsdiffat100,midgolddiffat150,midxpdiffat150,midcsdiffat150,botkills0,botdeaths0,botassists0,botdoublekills0,bottriplekills0,botquadrakills0,botpentakills0,botdamagetochampions0,botdpm0,botdamageshare0,botdamagetakenperminute0,botwardsplaced0,botwpm0,botcontrolwardsbought0,botvspm0,bottotalgold0,botearned gpm0,botearnedgoldshare0,botcspm0,botgolddiffat100,botxpdiffat100,botcsdiffat100,botgolddiffat150,botxpdiffat150,botcsdiffat150,supkills0,supdeaths0,supassists0,supdoublekills0,suptriplekills0,supquadrakills0,suppentakills0,supdamagetochampions0,supdpm0,supdamageshare0,supdamagetakenperminute0,supwardsplaced0,supwpm0,supcontrolwardsbought0,supvspm0,suptotalgold0,supearned gpm0,supearnedgoldshare0,supcspm0,supgolddiffat100,supxpdiffat100,supcsdiffat100,supgolddiffat150,supxpdiffat150,supcsdiffat150,gamelength,winner
44,2.0,7.0,1.0,0.0,0.0,0.0,0.0,15073.0,590.3264,0.323226,1138.3943,12.0,0.47,6.0,0.8616,10053.0,260.5222,0.27492,7.8329,-350.0,-85.0,-3.0,-1198.0,-771.0,-20.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,7899.0,309.3603,0.169386,1124.1775,10.0,0.3916,8.0,1.2924,7371.0,155.483,0.164078,5.0522,3.0,143.0,2.0,-1299.0,-1226.0,-8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,10983.0,430.1436,0.23552,872.5065,8.0,0.3133,1.0,0.5875,8594.0,203.3812,0.214622,8.4987,363.0,252.0,23.0,-175.0,-572.0,22.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,9066.0,355.0653,0.194412,576.8146,8.0,0.3133,1.0,0.8616,9885.0,253.9426,0.267976,9.3603,-402.0,-211.0,-13.0,-788.0,-523.0,-19.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3612.0,141.4621,0.0774559,419.1775,35.0,1.3708,11.0,2.0366,5298.0,74.295,0.0784044,0.3916,-276.0,84.0,2.0,-502.0,-461.0,1.0,10.0,1.0,9.0,1.0,1.0,1.0,0.0,25550.0,1000.6527,0.310231,689.9608,9.0,0.3525,6.0,0.9008,12998.0,375.8616,0.244727,7.5587,350.0,85.0,3.0,1198.0,771.0,20.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,12981.0,508.3943,0.157617,890.7963,8.0,0.3133,7.0,1.3316,11639.0,322.6371,0.210073,7.0888,-3.0,-143.0,-2.0,1299.0,1226.0,8.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,20564.0,805.3786,0.24969,767.154,8.0,0.3133,6.0,0.9791,10538.0,279.517,0.181997,7.2846,-363.0,-252.0,-23.0,175.0,572.0,-22.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0,17543.0,687.0627,0.213009,276.893,12.0,0.47,6.0,1.6449,13051.0,377.9373,0.246079,11.2402,402.0,211.0,13.0,788.0,523.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5720.0,224.0209,0.0694529,262.8721,30.0,1.1749,5.0,2.7415,7994.0,179.8825,0.117125,0.5091,276.0,-84.0,-2.0,502.0,461.0,-1.0,1532,0
45,1.0,6.0,3.0,0.0,0.0,0.0,0.0,29285.0,730.2993,0.254634,968.9277,13.0,0.3242,7.0,1.1222,15175.0,249.1521,0.235353,8.1546,504.0,497.0,19.0,1133.0,842.0,32.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,12696.0,316.6085,0.110392,1258.9277,17.0,0.4239,17.0,1.7456,11354.0,153.8653,0.145345,5.2369,415.0,494.0,12.0,429.0,-6.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,21711.0,541.4214,0.188778,841.4214,12.0,0.2993,9.0,1.3466,14516.0,232.7182,0.21983,7.7805,-95.0,148.0,-6.0,121.0,-139.0,-3.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,42475.0,1059.2269,0.369322,664.788,20.0,0.4988,8.0,1.8703,17378.0,304.0898,0.287247,8.5037,976.0,428.0,3.0,1038.0,273.0,7.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,8841.0,220.4738,0.0768729,290.2244,50.0,1.2469,6.0,2.6434,9948.0,118.803,0.112225,0.7481,245.0,-140.0,0.0,198.0,-452.0,3.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,16898.0,421.3965,0.137152,1253.4165,16.0,0.399,3.0,0.8479,13214.0,200.2494,0.171964,6.8579,-504.0,-497.0,-19.0,-1133.0,-842.0,-32.0,6.0,5.0,12.0,0.0,0.0,0.0,0.0,22535.0,561.9701,0.182905,778.9526,47.0,1.1721,13.0,3.0673,16467.0,281.3716,0.241626,6.0349,-415.0,-494.0,-12.0,-429.0,6.0,-7.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,45496.0,1134.5636,0.369268,469.5262,19.0,0.4738,5.0,1.1471,16744.0,288.2793,0.247558,7.7307,95.0,-148.0,6.0,-121.0,139.0,3.0,5.0,3.0,10.0,1.0,0.0,0.0,0.0,15805.0,394.1397,0.128281,664.1147,22.0,0.5486,9.0,1.1471,16518.0,282.6434,0.242718,7.1072,-976.0,-428.0,-3.0,-1038.0,-273.0,-7.0,1.0,4.0,14.0,0.0,0.0,0.0,0.0,22472.0,560.399,0.182394,543.217,67.0,1.6708,14.0,3.0424,9673.0,111.9451,0.0961342,0.3741,-245.0,140.0,0.0,-198.0,452.0,-3.0,2406,0
46,1.0,3.0,5.0,0.0,0.0,0.0,0.0,10992.0,387.9529,0.130044,1043.1529,5.0,0.1765,3.0,1.0588,12020.0,292.0941,0.214576,10.0235,522.0,161.0,22.0,857.0,138.0,26.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,10736.0,378.9176,0.127016,1093.2,8.0,0.2824,6.0,1.6235,10178.0,227.0824,0.16682,5.4,-26.0,429.0,3.0,421.0,388.0,-3.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,27673.0,976.6941,0.327394,341.4353,9.0,0.3176,3.0,1.0588,12900.0,323.1529,0.237391,9.1412,-5.0,-86.0,1.0,822.0,1093.0,19.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,26818.0,946.5176,0.317279,431.1529,11.0,0.3882,4.0,2.3294,14596.0,383.0118,0.281362,10.5176,901.0,-357.0,16.0,1432.0,-202.0,20.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,8306.0,293.1529,0.0982668,99.6,36.0,1.2706,7.0,2.1176,7595.0,135.9176,0.0998522,0.0706,46.0,626.0,-1.0,383.0,1126.0,-2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8146.0,287.5059,0.144509,1060.2,11.0,0.3882,5.0,0.8824,8945.0,183.5647,0.224218,8.0824,-522.0,-161.0,-22.0,-857.0,-138.0,-26.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,8226.0,290.3294,0.145929,1169.0118,10.0,0.3529,9.0,1.2,8523.0,168.6706,0.206026,5.2941,26.0,-429.0,-3.0,-421.0,-388.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,18085.0,638.2941,0.320827,746.5765,10.0,0.3529,3.0,0.6,8663.0,173.6118,0.212061,7.8353,5.0,86.0,-1.0,-822.0,-1093.0,-19.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,17223.0,607.8706,0.305535,532.8,12.0,0.4235,4.0,0.5647,10255.0,229.8,0.280688,8.9647,-901.0,357.0,-16.0,-1432.0,202.0,-20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4690.0,165.5294,0.0832003,267.3176,45.0,1.5882,7.0,2.7882,5530.0,63.0353,0.0770066,0.3529,-46.0,-626.0,1.0,-383.0,-1126.0,2.0,1700,1
47,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5758.0,199.2388,0.0798879,715.5709,13.0,0.4498,7.0,1.0035,10462.0,230.0692,0.181553,7.7163,-328.0,-66.0,-4.0,-1107.0,-930.0,-22.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,10829.0,374.7059,0.150244,839.2042,10.0,0.346,7.0,1.4879,10243.0,222.4913,0.175573,5.4325,-486.0,-856.0,-11.0,-275.0,-578.0,-7.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,22827.0,789.8616,0.316707,1042.699,13.0,0.4498,12.0,1.1419,12536.0,301.8339,0.238183,8.6159,269.0,363.0,16.0,221.0,649.0,25.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,29130.0,1007.9585,0.404157,443.7024,15.0,0.519,5.0,1.3841,15328.0,398.4429,0.314419,10.0,657.0,180.0,15.0,1989.0,284.0,19.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3532.0,122.2145,0.0490038,259.3772,49.0,1.6955,14.0,3.2872,7119.0,114.3945,0.0902717,0.692,-187.0,-162.0,-3.0,-133.0,459.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,18608.0,643.8754,0.339531,772.526,13.0,0.4498,5.0,1.3149,11222.0,256.3668,0.297753,8.9965,328.0,66.0,4.0,1107.0,930.0,22.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,6074.0,210.173,0.110829,908.6505,7.0,0.2422,8.0,1.3495,7969.0,143.8062,0.167022,4.6367,486.0,856.0,11.0,275.0,578.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,12250.0,423.8754,0.22352,551.4533,6.0,0.2076,2.0,0.7266,9511.0,197.1626,0.228991,7.2318,-269.0,-363.0,-16.0,-221.0,-649.0,-25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14085.0,487.3702,0.257002,473.6678,10.0,0.346,3.0,0.7266,9071.0,181.9377,0.211309,8.0277,-657.0,-180.0,-15.0,-1989.0,-284.0,-19.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3788.0,131.0727,0.0691178,485.5017,39.0,1.3495,10.0,2.9758,6175.0,81.7301,0.0949251,0.6574,187.0,162.0,3.0,133.0,-459.0,1.0,1734,1
48,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9720.0,270.0,0.141902,511.1944,15.0,0.4167,12.0,1.25,13410.0,242.4444,0.231328,9.5,203.0,41.0,8.0,-58.0,-98.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,6266.0,174.0556,0.0914771,856.6667,8.0,0.2222,9.0,1.7222,10297.0,155.9722,0.148821,4.2778,-582.0,-419.0,0.0,-1174.0,-1054.0,-16.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,17953.0,498.6944,0.262095,579.2778,20.0,0.5556,8.0,1.4444,12261.0,210.5278,0.200875,7.4722,209.0,105.0,11.0,-69.0,-371.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,28767.0,799.0833,0.419968,512.5,15.0,0.4167,6.0,2.0,17158.0,346.5556,0.330665,10.8889,-499.0,147.0,-12.0,-473.0,230.0,-16.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5792.0,160.8889,0.0845572,301.9722,63.0,1.75,22.0,2.5833,8014.0,92.5556,0.0883117,0.3889,-558.0,-368.0,5.0,-642.0,-691.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,9066.0,251.8333,0.134897,439.1667,14.0,0.3889,9.0,1.5556,13045.0,232.3056,0.204544,8.0,-203.0,-41.0,-8.0,58.0,98.0,-6.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,9912.0,275.3333,0.147485,1058.4444,17.0,0.4722,18.0,2.1944,11252.0,182.5,0.160691,5.5833,582.0,419.0,0.0,1174.0,1054.0,16.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,21982.0,610.6111,0.327079,512.6111,20.0,0.5556,9.0,0.75,13223.0,237.25,0.208898,8.0833,-209.0,-105.0,-11.0,69.0,371.0,-5.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,19435.0,539.8611,0.289181,453.4167,17.0,0.4722,6.0,2.3333,18184.0,375.0556,0.330235,11.1111,499.0,-147.0,12.0,473.0,-230.0,16.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,6812.0,189.2222,0.101358,144.75,63.0,1.75,15.0,2.5833,8592.0,108.6111,0.0956318,0.1667,558.0,368.0,-5.0,642.0,691.0,-2.0,2160,0
49,2.0,4.0,7.0,0.0,0.0,0.0,0.0,13677.0,389.1038,0.170745,618.0939,20.0,0.569,9.0,1.5078,13954.0,266.7425,0.21426,8.1366,-824.0,-1115.0,-9.0,-543.0,-884.0,-4.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,5972.0,169.9004,0.0745549,825.8606,14.0,0.3983,12.0,1.9061,11886.0,207.909,0.167002,5.0356,114.0,282.0,11.0,461.0,527.0,20.0,4.0,3.0,7.0,1.0,0.0,0.0,0.0,28277.0,804.4666,0.353012,431.522,19.0,0.5405,9.0,1.3371,14469.0,281.394,0.226028,8.1935,-306.0,-25.0,2.0,19.0,374.0,7.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,27719.0,788.5917,0.346046,508.0797,15.0,0.4267,3.0,1.394,17691.0,373.0583,0.299657,10.1849,-206.0,20.0,18.0,-268.0,436.0,23.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,4457.0,126.7994,0.0556416,321.9061,54.0,1.5363,16.0,2.3898,8650.0,115.8464,0.0930535,0.2845,292.0,-167.0,-3.0,346.0,-398.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,13295.0,378.2361,0.19332,702.1906,12.0,0.3414,8.0,0.7397,12087.0,213.6273,0.203364,7.1124,824.0,1115.0,9.0,543.0,884.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,8668.0,246.6003,0.12604,970.697,10.0,0.2845,11.0,1.7354,9745.0,146.9986,0.139936,4.2959,-114.0,-282.0,-11.0,-461.0,-527.0,-20.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,15768.0,448.5917,0.229279,657.6387,9.0,0.256,9.0,1.0242,13286.0,247.7383,0.235836,8.2788,306.0,25.0,-2.0,-19.0,-374.0,-7.0,7.0,3.0,5.0,1.0,1.0,0.0,0.0,24855.0,707.1124,0.361412,540.4836,15.0,0.4267,5.0,2.3044,17186.0,358.6913,0.341457,11.01,206.0,-20.0,-18.0,268.0,-436.0,-23.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,6186.0,175.9886,0.0899494,180.6828,60.0,1.707,16.0,2.5036,7510.0,83.4139,0.079407,0.3129,-292.0,167.0,3.0,-346.0,398.0,-1.0,2109,1
50,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3508.0,128.2633,0.069361,576.4534,14.0,0.5119,4.0,0.9141,7516.0,142.34,0.150995,6.5814,-336.0,-119.0,-15.0,-1242.0,-923.0,-38.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,9877.0,361.1335,0.19529,848.1536,28.0,1.0238,9.0,2.6691,8869.0,191.8099,0.203475,6.2157,593.0,210.0,4.0,930.0,679.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,12852.0,469.9086,0.254113,609.1773,13.0,0.4753,5.0,1.0969,9774.0,224.8995,0.238579,8.7386,-1134.0,-485.0,-11.0,-1414.0,-675.0,-15.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,18082.0,661.1335,0.357521,516.4899,13.0,0.4753,4.0,1.6088,11554.0,289.9817,0.307623,10.0183,495.0,165.0,10.0,505.0,204.0,15.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,6257.0,228.7751,0.123715,309.1042,49.0,1.7916,18.0,2.5594,6184.0,93.638,0.0993282,0.4753,-629.0,-532.0,-8.0,-434.0,-457.0,-13.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,19079.0,697.5868,0.303443,375.9049,16.0,0.585,7.0,1.5356,12816.0,336.1243,0.261041,9.9817,336.0,119.0,15.0,1242.0,923.0,38.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3837.0,140.2925,0.0610258,819.4516,7.0,0.2559,6.0,1.6088,8099.0,163.6563,0.127095,5.2651,-593.0,-210.0,-4.0,-930.0,-679.0,-13.0,6.0,1.0,4.0,2.0,2.0,0.0,0.0,22943.0,838.8665,0.364899,885.8501,10.0,0.3656,5.0,1.3528,11532.0,289.1773,0.22458,8.1536,1134.0,485.0,11.0,1414.0,675.0,15.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,9745.0,356.3071,0.15499,507.1298,13.0,0.4753,6.0,1.3894,12523.0,325.4113,0.252721,8.0804,-495.0,-165.0,-10.0,-505.0,-204.0,-15.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,7271.0,265.8501,0.115642,289.7623,63.0,2.3035,13.0,4.0585,8362.0,173.2724,0.134563,1.6819,629.0,532.0,8.0,434.0,457.0,13.0,1641,0
51,2.0,0.0,4.0,1.0,0.0,0.0,0.0,14702.0,456.1117,0.25603,598.0765,12.0,0.3723,9.0,1.272,14120.0,307.1044,0.241333,9.8035,-5.0,-92.0,-8.0,102.0,-245.0,-9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6036.0,187.2596,0.105115,828.4281,18.0,0.5584,16.0,2.2958,10935.0,208.2937,0.163684,5.7084,-144.0,-310.0,-7.0,-344.0,-882.0,-16.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,21758.0,675.0155,0.378907,511.4891,9.0,0.2792,6.0,0.9307,14585.0,321.5305,0.252669,10.3619,149.0,452.0,11.0,464.0,624.0,16.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,11068.0,343.3713,0.192745,252.1613,18.0,0.5584,7.0,1.6132,13141.0,276.7322,0.217465,8.9038,-398.0,-287.0,-14.0,-726.0,-264.0,-12.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,3859.0,119.7208,0.067203,316.7218,65.0,2.0165,20.0,3.6298,9342.0,158.8728,0.124848,1.334,83.0,-29.0,17.0,134.0,206.0,20.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7596.0,235.6567,0.151738,592.0269,12.0,0.3723,8.0,1.0548,10494.0,194.6122,0.196843,7.818,5.0,92.0,8.0,-102.0,245.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4524.0,140.3516,0.0903716,865.5636,25.0,0.7756,14.0,2.0786,9769.0,172.12,0.174093,6.0186,144.0,310.0,7.0,344.0,882.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,16985.0,526.939,0.339293,696.2048,16.0,0.4964,8.0,0.9928,12030.0,242.2647,0.245042,9.5863,-149.0,-452.0,-11.0,-464.0,-624.0,-16.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11344.0,351.9338,0.226608,360.3723,10.0,0.3102,4.0,0.8376,13878.0,299.5967,0.303031,11.1065,398.0,287.0,14.0,726.0,264.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9611.0,298.1696,0.19199,215.6463,91.0,2.8232,21.0,4.7156,6802.0,80.0724,0.0809911,0.7756,-83.0,29.0,-17.0,-134.0,-206.0,-20.0,1934,1
52,3.0,4.0,3.0,0.0,0.0,0.0,0.0,18866.0,394.4111,0.152345,1220.0279,12.0,0.2509,7.0,1.108,19063.0,270.3763,0.248603,8.8432,532.0,651.0,16.0,603.0,659.0,28.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,19463.0,406.892,0.157166,935.2265,78.0,1.6307,21.0,3.9303,15541.0,196.7456,0.1809,5.2474,-295.0,-201.0,0.0,143.0,58.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,27776.0,580.6829,0.224295,579.993,48.0,1.0035,15.0,1.9024,16532.0,217.4634,0.19995,7.0035,-218.0,-222.0,-7.0,-560.0,-582.0,-22.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,54888.0,1147.4843,0.443228,460.3902,29.0,0.6063,11.0,1.7352,20431.0,298.9756,0.274901,8.885,356.0,199.0,9.0,1171.0,890.0,29.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,2844.0,59.4564,0.0229657,269.1429,86.0,1.7979,28.0,4.1603,11106.0,104.0279,0.095646,1.2334,-240.0,47.0,11.0,59.0,314.0,20.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,30777.0,643.4216,0.245721,990.8153,11.0,0.23,7.0,1.2962,20379.0,297.8885,0.262512,8.9268,-532.0,-651.0,-16.0,-603.0,-659.0,-28.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,13340.0,278.885,0.106505,1122.6899,28.0,0.5854,27.0,2.2787,15751.0,201.1359,0.177247,4.8502,295.0,201.0,0.0,-143.0,-58.0,-5.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,28791.0,601.9024,0.229865,722.7178,22.0,0.4599,8.0,0.878,20542.0,301.2962,0.265515,10.0767,218.0,222.0,7.0,560.0,582.0,22.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,33521.0,700.7875,0.267628,489.993,22.0,0.4599,14.0,1.8188,15583.0,197.6237,0.174152,7.0453,-356.0,-199.0,-9.0,-1171.0,-890.0,-29.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,18823.0,393.5122,0.150281,361.1289,109.0,2.2787,30.0,3.9303,12675.0,136.8293,0.120576,1.2544,240.0,-47.0,-11.0,-59.0,-314.0,-20.0,2870,0
53,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12463.0,432.2428,0.273216,804.9711,9.0,0.3121,2.0,0.7283,8829.0,174.2428,0.225321,7.6301,-982.0,-1242.0,-13.0,-2183.0,-1799.0,-37.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5793.0,200.9133,0.126995,1098.3815,12.0,0.4162,13.0,1.5954,8181.0,151.7688,0.19626,5.2717,-8.0,-500.0,-15.0,323.0,344.0,-11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,13210.0,458.1503,0.289591,691.8382,9.0,0.3121,5.0,0.7977,9223.0,187.9075,0.24299,7.6301,-259.0,-121.0,-12.0,-531.0,-692.0,-25.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12143.0,421.1445,0.2662,405.5376,11.0,0.3815,3.0,1.0405,9266.0,189.3988,0.244919,8.1503,-160.0,-246.0,-7.0,-201.0,-853.0,-7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2007.0,69.6069,0.0439977,484.3353,37.0,1.2832,13.0,3.4682,5823.0,69.9884,0.0905104,1.526,-61.0,-222.0,12.0,-37.0,643.0,19.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,18101.0,627.7803,0.221957,630.1387,10.0,0.3468,8.0,0.7977,13142.0,323.8266,0.25098,8.8439,982.0,1242.0,13.0,2183.0,1799.0,37.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,14648.0,508.0231,0.179615,982.8208,10.0,0.3468,10.0,1.7688,10434.0,229.9075,0.17819,6.3468,8.0,500.0,15.0,-323.0,-344.0,11.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,20023.0,694.4393,0.245524,910.0925,12.0,0.4162,5.0,1.1792,13966.0,352.4046,0.273129,10.4046,259.0,121.0,12.0,531.0,692.0,25.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,16590.0,575.3757,0.203428,287.0289,15.0,0.5202,7.0,1.2486,10794.0,242.3931,0.187867,8.2197,160.0,246.0,7.0,201.0,853.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,12190.0,422.7746,0.149475,167.4451,48.0,1.6647,15.0,3.5029,7891.0,141.711,0.109835,0.7977,61.0,222.0,-12.0,37.0,-643.0,-19.0,1730,0
