,topkills1,topdeaths1,topassists1,topdoublekills1,toptriplekills1,topquadrakills1,toppentakills1,topdamagetochampions1,topdpm1,topdamageshare1,topdamagetakenperminute1,topwardsplaced1,topwpm1,topcontrolwardsbought1,topvspm1,toptotalgold1,topearned gpm1,topearnedgoldshare1,topcspm1,topgolddiffat101,topxpdiffat101,topcsdiffat101,topgolddiffat151,topxpdiffat151,topcsdiffat151,jgkills1,jgdeaths1,jgassists1,jgdoublekills1,jgtriplekills1,jgquadrakills1,jgpentakills1,jgdamagetochampions1,jgdpm1,jgdamageshare1,jgdamagetakenperminute1,jgwardsplaced1,jgwpm1,jgcontrolwardsbought1,jgvspm1,jgtotalgold1,jgearned gpm1,jgearnedgoldshare1,jgcspm1,jggolddiffat101,jgxpdiffat101,jgcsdiffat101,jggolddiffat151,jgxpdiffat151,jgcsdiffat151,midkills1,middeaths1,midassists1,middoublekills1,midtriplekills1,midquadrakills1,midpentakills1,middamagetochampions1,middpm1,middamageshare1,middamagetakenperminute1,midwardsplaced1,midwpm1,midcontrolwardsbought1,midvspm1,midtotalgold1,midearned gpm1,midearnedgoldshare1,midcspm1,midgolddiffat101,midxpdiffat101,midcsdiffat101,midgolddiffat151,midxpdiffat151,midcsdiffat151,botkills1,botdeaths1,botassists1,botdoublekills1,bottriplekills1,botquadrakills1,botpentakills1,botdamagetochampions1,botdpm1,botdamageshare1,botdamagetakenperminute1,botwardsplaced1,botwpm1,botcontrolwardsbought1,botvspm1,bottotalgold1,botearned gpm1,botearnedgoldshare1,botcspm1,botgolddiffat101,botxpdiffat101,botcsdiffat101,botgolddiffat151,botxpdiffat151,botcsdiffat151,supkills1,supdeaths1,supassists1,supdoublekills1,suptriplekills1,supquadrakills1,suppentakills1,supdamagetochampions1,supdpm1,supdamageshare1,supdamagetakenperminute1,supwardsplaced1,supwpm1,supcontrolwardsbought1,supvspm1,suptotalgold1,supearned gpm1,supearnedgoldshare1,supcspm1,supgolddiffat101,supxpdiffat101,supcsdiffat101,supgolddiffat151,supxpdiffat151,supcsdiffat151,topkills0,topdeaths0,topassists0,topdoublekills0,toptriplekills0,topquadrakills0,toppentakills0,topdamagetochampions0,topdpm0,topdamageshare0,topdamagetakenperminute0,topwardsplaced0,topwpm0,topcontrolwardsbought0,topvspm0,toptotalgold0,topearned gpm0,topearnedgoldshare0,topcspm0,topgolddiffat100,topxpdiffat100,topcsdiffat100,topgolddiffat150,topxpdiffat150,topcsdiffat150,jgkills0,jgdeaths0,jgassists0,jgdoublekills0,jgtriplekills0,jgquadrakills0,jgpentakills0,jgdamagetochampions0,jgdpm0,jgdamageshare0,jgdamagetakenperminute0,jgwardsplaced0,jgwpm0,jgcontrolwardsbought0,jgvspm0,jgtotalgold0,jgearned gpm0,jgearnedgoldshare0,jgcspm0,jggolddiffat100,jgxpdiffat100,jgcsdiffat100,jggolddiffat150,jgxpdiffat150,jgcsdiffat150,midkills0,middeaths0,midassists0,middoublekills0,midtriplekills0,midquadrakills0,midpentakills0,middamagetochampions0,middpm0,middamageshare0,middamagetakenperminute0,midwardsplaced0,midwpm0,midcontrolwardsbought0,midvspm0,midtotalgold0,midearned gpm0,midearnedgoldshare0,midcspm0,midgolddiffat100,midxpdiffat100,midcsdiffat100,midgolddiffat150,midxpdiffat150,midcsdiffat150,botkills0,botdeaths0,botassists0,botdoublekills0,bottriplekills0,botquadrakills0,botpentakills0,botdamagetochampions0,botdpm0,botdamageshare0,botdamagetakenperminute0,botwardsplaced0,botwpm0,botcontrolwardsbought0,botvspm0,bottotalgold0,botearned gpm0,botearnedgoldshare0,botcspm0,botgolddiffat100,botxpdiffat100,botcsdiffat100,botgolddiffat150,botxpdiffat150,botcsdiffat150,supkills0,supdeaths0,supassists0,supdoublekills0,suptriplekills0,supquadrakills0,suppentakills0,supdamagetochampions0,supdpm0,supdamageshare0,supdamagetakenperminute0,supwardsplaced0,supwpm0,supcontrolwardsbought0,supvspm0,suptotalgold0,supearned gpm0,supearnedgoldshare0,supcspm0,supgolddiffat100,supxpdiffat100,supcsdiffat100,supgolddiffat150,supxpdiffat150,supcsdiffat150,gamelength,winner
314,1.0,4.0,1.0,0.0,0.0,0.0,0.0,7392.0,251.2861,0.141301,969.4164,10.0,0.3399,6.0,0.8499,9317.0,184.9632,0.167709,7.1048,-372.0,-72.0,3.0,-1100.0,-526.0,-5.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,12631.0,429.3824,0.241446,1122.017,8.0,0.272,8.0,1.4618,10976.0,241.3598,0.218846,6.017,353.0,1174.0,21.0,486.0,308.0,18.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,15563.0,529.0538,0.297492,656.8725,27.0,0.9178,12.0,2.1416,13090.0,313.2238,0.284008,8.6346,1310.0,960.0,19.0,2217.0,1197.0,20.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,13305.0,452.2946,0.25433,319.5467,35.0,1.1898,7.0,2.2436,11261.0,251.0482,0.227631,9.2465,-1456.0,262.0,-7.0,-3567.0,-882.0,-20.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,3423.0,116.3626,0.0654318,365.2011,48.0,1.6317,15.0,2.6176,7179.0,112.2833,0.101806,1.3598,164.0,527.0,17.0,-398.0,-370.0,12.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,16544.0,562.4023,0.191253,657.2125,18.0,0.6119,8.0,1.3938,11816.0,269.915,0.201635,7.9887,372.0,72.0,-3.0,1100.0,526.0,5.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,22442.0,762.9008,0.259436,1010.7875,36.0,1.2238,10.0,2.4816,11418.0,256.3853,0.191528,5.4051,-353.0,-1174.0,-21.0,-486.0,-308.0,-18.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,17430.0,592.5212,0.201496,407.5581,16.0,0.5439,6.0,1.3258,10113.0,212.0227,0.158387,7.3768,-1310.0,-960.0,-19.0,-2217.0,-1197.0,-20.0,12.0,1.0,2.0,3.0,2.0,1.0,0.0,24921.0,847.1728,0.288094,297.2465,15.0,0.5099,5.0,1.1218,17866.0,475.5807,0.355278,10.4023,1456.0,-262.0,7.0,3567.0,882.0,20.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,5166.0,175.6147,0.0597205,302.1076,62.0,2.1076,13.0,3.1275,7545.0,124.7252,0.0931711,0.7819,-164.0,-527.0,-17.0,398.0,370.0,-12.0,1765,0
315,3.0,4.0,5.0,1.0,0.0,0.0,0.0,14629.0,361.0613,0.152897,803.4965,13.0,0.3209,8.0,1.086,13872.0,213.1715,0.215392,6.1456,-304.0,-280.0,-4.0,-1249.0,-1037.0,-21.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,10729.0,264.8046,0.112135,1029.9712,7.0,0.1728,7.0,1.5549,12004.0,167.0671,0.168808,5.2077,-370.0,-708.0,-1.0,-414.0,-693.0,-9.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,25233.0,622.7807,0.263726,504.0889,28.0,0.6911,17.0,1.2587,14096.0,218.7001,0.220978,7.9227,39.0,-144.0,-11.0,97.0,-89.0,-10.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,39151.0,966.2937,0.409191,331.049,15.0,0.3702,5.0,1.1847,17560.0,304.1958,0.307362,9.4035,843.0,581.0,12.0,1184.0,1267.0,22.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,5937.0,146.5323,0.0620512,436.2155,67.0,1.6536,25.0,2.863,8742.0,86.557,0.0874608,0.7158,253.0,-193.0,-2.0,239.0,68.0,-4.0,2.0,1.0,17.0,1.0,0.0,0.0,0.0,20059.0,495.0802,0.201709,895.1625,15.0,0.3702,11.0,1.086,14898.0,238.4944,0.196642,6.5899,304.0,280.0,4.0,1249.0,1037.0,21.0,10.0,2.0,11.0,3.0,1.0,0.0,0.0,17150.0,423.2826,0.172457,947.9062,11.0,0.2715,22.0,1.5549,16648.0,281.6865,0.232254,5.8741,370.0,708.0,1.0,414.0,693.0,9.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,19696.0,486.1209,0.198059,382.139,9.0,0.2221,6.0,1.086,15060.0,242.4928,0.199939,8.2929,-39.0,144.0,11.0,-97.0,89.0,10.0,7.0,4.0,11.0,1.0,0.0,0.0,0.0,37220.0,918.6343,0.374277,461.0448,15.0,0.3702,6.0,1.4068,19157.0,343.6117,0.283312,9.8972,-843.0,-581.0,-12.0,-1184.0,-1267.0,-22.0,1.0,4.0,19.0,0.0,0.0,0.0,0.0,5320.0,131.304,0.0534969,406.9683,85.0,2.0979,19.0,3.9984,9552.0,106.5487,0.0878529,1.1353,-253.0,193.0,2.0,-239.0,-68.0,4.0,2431,0
316,1.0,6.0,1.0,0.0,0.0,0.0,0.0,28063.0,652.6279,0.262954,718.1163,16.0,0.3721,6.0,1.0465,17113.0,269.1628,0.24746,8.9767,607.0,491.0,11.0,1754.0,758.0,31.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,19744.0,459.1628,0.185004,865.2093,14.0,0.3256,14.0,1.5581,13861.0,193.5349,0.177931,5.2558,-361.0,276.0,-2.0,107.0,526.0,10.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,25490.0,592.7907,0.238845,348.5349,18.0,0.4186,3.0,1.4186,16733.0,260.3256,0.239336,8.9767,-264.0,90.0,-10.0,-121.0,264.0,-5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,27836.0,647.3488,0.260827,324.3023,14.0,0.3256,4.0,1.6279,17575.0,279.907,0.257338,8.2093,58.0,-222.0,3.0,923.0,-93.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5589.0,129.9767,0.0523697,512.8605,105.0,2.4419,19.0,4.1163,9184.0,84.7674,0.0779355,1.186,113.0,159.0,7.0,272.0,343.0,12.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,14885.0,346.1628,0.178375,1024.5814,18.0,0.4186,15.0,1.1628,15527.0,232.2791,0.183065,6.4884,-607.0,-491.0,-11.0,-1754.0,-758.0,-31.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,12065.0,280.5814,0.144581,902.0465,12.0,0.2791,10.0,2.0698,16283.0,249.8605,0.196921,5.5349,361.0,-276.0,2.0,-107.0,-526.0,-10.0,4.0,0.0,14.0,1.0,0.0,0.0,0.0,18420.0,428.3721,0.220736,369.5116,6.0,0.1395,4.0,0.8837,18032.0,290.5349,0.228977,9.1395,264.0,-90.0,10.0,121.0,-264.0,5.0,13.0,2.0,8.0,3.0,1.0,0.0,0.0,33394.0,776.6047,0.400177,410.4651,21.0,0.4884,10.0,1.6744,22792.0,401.2326,0.316219,9.5814,-58.0,222.0,-3.0,-923.0,93.0,-1.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,4684.0,108.9302,0.0561308,475.6047,66.0,1.5349,11.0,3.0698,9621.0,94.9302,0.074819,0.9302,-113.0,-159.0,-7.0,-272.0,-343.0,-12.0,2580,0
317,2.0,1.0,10.0,0.0,0.0,0.0,0.0,6907.0,244.2074,0.117394,430.6423,15.0,0.5303,10.0,1.2021,11627.0,278.9629,0.20725,9.228,310.0,167.0,16.0,230.0,-8.0,9.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,8142.0,287.8727,0.138385,727.4249,23.0,0.8132,15.0,2.1921,10704.0,246.3288,0.183004,6.2935,272.0,-518.0,-22.0,473.0,-332.0,-24.0,9.0,1.0,2.0,2.0,1.0,0.0,0.0,22666.0,801.3907,0.38524,436.1226,11.0,0.3889,3.0,0.9193,14473.0,379.5875,0.282012,10.7484,193.0,424.0,13.0,814.0,682.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,17889.0,632.4926,0.304049,369.4402,14.0,0.495,6.0,1.5557,12455.0,308.2381,0.229001,10.9959,-73.0,-185.0,4.0,-113.0,192.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,3232.0,114.2722,0.0549324,211.8562,53.0,1.8739,14.0,3.9246,7496.0,132.9051,0.0987328,1.4143,-13.0,377.0,0.0,100.0,544.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11694.0,413.459,0.318612,752.8108,11.0,0.3889,6.0,1.2021,10949.0,254.9912,0.249433,9.4755,-310.0,-167.0,-16.0,-230.0,8.0,-9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4274.0,151.1137,0.116448,1111.6441,14.0,0.495,19.0,1.8739,9556.0,205.7395,0.201252,6.4702,-272.0,518.0,22.0,-473.0,332.0,24.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,11914.0,421.2375,0.324606,495.2387,12.0,0.4243,2.0,1.1668,9559.0,205.8456,0.201356,8.9098,-193.0,-424.0,-13.0,-814.0,-682.0,-17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7208.0,254.8497,0.196387,520.6953,11.0,0.3889,4.0,1.4143,11199.0,263.8303,0.25808,10.9252,73.0,185.0,-4.0,113.0,-192.0,-4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1613.0,57.0301,0.0439474,264.4313,54.0,1.9093,19.0,3.4296,6336.0,91.8916,0.0898781,1.2728,13.0,-377.0,0.0,-100.0,-544.0,-2.0,1697,1
318,3.0,4.0,6.0,0.0,0.0,0.0,0.0,17281.0,549.7667,0.281872,511.1453,15.0,0.4772,7.0,1.4634,13921.0,311.7073,0.233375,9.7667,-265.0,-768.0,0.0,-1175.0,-1895.0,-14.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,10885.0,346.2884,0.177546,833.0647,17.0,0.5408,15.0,2.2269,12079.0,253.1071,0.189501,5.1856,-108.0,-243.0,-12.0,-1045.0,-431.0,-17.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,13260.0,421.8452,0.216285,402.5345,10.0,0.3181,6.0,1.0498,13762.0,306.649,0.229588,9.4168,294.0,124.0,0.0,24.0,-215.0,-6.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,16950.0,539.2365,0.276473,336.4899,13.0,0.4136,3.0,1.3043,14986.0,345.5885,0.258742,11.1983,49.0,-28.0,3.0,-773.0,-846.0,-9.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,2932.0,93.2768,0.0478241,284.1569,60.0,1.9088,19.0,3.404,7851.0,118.6002,0.0887952,1.1453,57.0,-23.0,2.0,77.0,129.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,13089.0,416.4051,0.274041,505.3871,9.0,0.2863,8.0,1.1453,12579.0,269.0138,0.241725,8.2397,265.0,768.0,0.0,1175.0,1895.0,14.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,6103.0,194.1569,0.127777,753.4995,18.0,0.5726,7.0,2.0042,10230.0,194.2842,0.174575,5.6628,108.0,243.0,12.0,1045.0,431.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9674.0,307.7625,0.202542,462.0573,9.0,0.2863,7.0,1.5907,12141.0,255.0795,0.229204,9.8303,-294.0,-124.0,0.0,-24.0,215.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,15480.0,492.4708,0.3241,518.8123,18.0,0.5726,10.0,1.4634,13704.0,304.8038,0.273884,10.9438,-49.0,28.0,-3.0,773.0,846.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3417.0,108.7063,0.0715407,363.9767,67.0,2.1315,20.0,3.5631,6943.0,89.7137,0.0806122,1.0817,-57.0,23.0,-2.0,-77.0,-129.0,-4.0,1886,1
319,1.0,3.0,5.0,0.0,0.0,0.0,0.0,19426.0,497.2526,0.1569,933.8652,16.0,0.4096,12.0,1.2031,12767.0,197.3549,0.164616,6.4505,-324.0,-373.0,-16.0,-238.0,110.0,-12.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,16611.0,425.1962,0.134164,950.4266,21.0,0.5375,21.0,2.5853,13737.0,222.1843,0.185327,5.3754,-621.0,-187.0,-11.0,-325.0,351.0,-6.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,31106.0,796.2287,0.251238,481.6638,16.0,0.4096,14.0,1.5358,16931.0,303.942,0.253525,8.4727,300.0,228.0,14.0,1519.0,860.0,26.0,10.0,1.0,8.0,2.0,1.0,0.0,0.0,40233.0,1029.8549,0.324955,200.5802,28.0,0.7167,15.0,1.9454,17125.0,308.9078,0.257667,7.4744,-125.0,539.0,31.0,477.0,925.0,34.0,4.0,6.0,11.0,0.0,0.0,0.0,0.0,16435.0,420.6911,0.132743,374.1297,74.0,1.8942,19.0,4.2491,11561.0,166.4846,0.138865,1.0751,-596.0,-14.0,-15.0,39.0,303.0,-21.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,27839.0,712.6024,0.350339,778.413,13.0,0.3328,8.0,1.1263,15127.0,257.7645,0.263588,9.727,324.0,373.0,16.0,238.0,-110.0,12.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,10764.0,275.529,0.135459,1160.1962,30.0,0.7679,16.0,1.715,12331.0,186.1945,0.190398,5.1706,621.0,187.0,11.0,325.0,-351.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,14804.0,378.942,0.186301,1018.9761,18.0,0.4608,9.0,0.8191,12310.0,185.657,0.189849,6.7065,-300.0,-228.0,-14.0,-1519.0,-860.0,-26.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,19265.0,493.1314,0.24244,573.7884,18.0,0.4608,7.0,1.1007,14948.0,253.1826,0.258902,6.8601,125.0,-539.0,-31.0,-477.0,-925.0,-34.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,6791.0,173.8311,0.0854612,513.1229,77.0,1.971,25.0,3.4812,8773.0,95.1195,0.0972625,1.0495,596.0,14.0,15.0,-39.0,-303.0,21.0,2344,1
320,1.0,1.0,3.0,0.0,0.0,0.0,0.0,15632.0,585.1029,0.426068,517.1304,19.0,0.7112,9.0,1.5721,10253.0,251.0418,0.210832,8.9457,-160.0,-313.0,-3.0,-47.0,-244.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4519.0,169.1454,0.12317,683.5059,9.0,0.3369,7.0,1.5346,9418.0,219.7879,0.184585,6.0636,-298.0,-882.0,-18.0,92.0,-231.0,-17.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5347.0,200.1372,0.145738,516.2321,8.0,0.2994,3.0,1.3849,9463.0,221.4722,0.186,8.4591,-404.0,-552.0,-12.0,-857.0,-1359.0,-31.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,7611.0,284.8784,0.207446,226.2258,37.0,1.3849,3.0,3.6307,13184.0,360.7486,0.302963,11.3787,1206.0,933.0,15.0,1776.0,898.0,13.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,3580.0,133.9988,0.0975769,270.2807,40.0,1.4972,13.0,3.5184,7224.0,137.6669,0.11562,1.4598,384.0,553.0,15.0,1112.0,849.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8849.0,331.2165,0.219176,513.7243,13.0,0.4866,6.0,0.9732,8305.0,178.1285,0.19974,7.8228,160.0,313.0,3.0,47.0,244.0,-3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4159.0,155.6706,0.103012,757.9164,16.0,0.5989,10.0,1.2726,7790.0,158.8522,0.178126,5.7268,298.0,882.0,18.0,-92.0,231.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12956.0,484.9407,0.3209,436.9183,15.0,0.5614,8.0,1.1603,9920.0,238.5777,0.267519,9.6569,404.0,552.0,12.0,857.0,1359.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10493.0,392.7511,0.259895,297.6045,15.0,0.5614,7.0,1.048,10274.0,251.8278,0.282376,10.8546,-1206.0,-933.0,-15.0,-1776.0,-898.0,-13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3917.0,146.6126,0.0970179,265.9014,63.0,2.3581,15.0,3.0318,5267.0,64.4167,0.0722395,0.5614,-384.0,-553.0,-15.0,-1112.0,-849.0,-23.0,1603,1
321,3.0,5.0,12.0,0.0,0.0,0.0,0.0,25882.0,683.8045,0.267031,619.0753,23.0,0.6077,10.0,1.321,15605.0,282.6156,0.221746,7.8996,-456.0,-129.0,-6.0,204.0,91.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,8391.0,221.6909,0.0865721,1145.7596,11.0,0.2906,9.0,1.7173,12001.0,187.3976,0.147033,4.8877,-386.0,-410.0,-11.0,-413.0,-102.0,-12.0,9.0,1.0,5.0,3.0,1.0,0.0,0.0,28822.0,761.4795,0.297364,926.2616,10.0,0.2642,4.0,1.5059,19122.0,375.535,0.294656,9.4848,-460.0,-52.0,-14.0,-652.0,172.0,-11.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0,27992.0,739.5509,0.288801,583.1968,17.0,0.4491,7.0,1.4003,16415.0,304.0159,0.238538,9.4584,-281.0,81.0,-12.0,-287.0,-433.0,-13.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5838.0,154.2404,0.0602321,633.3421,75.0,1.9815,23.0,3.963,9637.0,124.9406,0.098026,1.321,-234.0,45.0,13.0,12.0,926.0,21.0,8.0,6.0,5.0,2.0,0.0,0.0,0.0,28982.0,765.7067,0.257911,793.8705,23.0,0.6077,13.0,1.4531,14603.0,256.1427,0.224954,7.2919,456.0,129.0,6.0,-204.0,-91.0,-1.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,15489.0,409.2206,0.137837,1343.7517,16.0,0.4227,15.0,1.4531,11926.0,185.4161,0.162836,5.3897,386.0,410.0,11.0,413.0,102.0,12.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,24413.0,644.9934,0.217252,446.8428,14.0,0.3699,12.0,1.8758,15022.0,267.2127,0.234676,8.5865,460.0,52.0,14.0,652.0,-172.0,11.0,4.0,3.0,10.0,1.0,1.0,0.0,0.0,32067.0,847.2127,0.285365,525.3104,21.0,0.5548,8.0,1.5588,17165.0,323.8309,0.284403,11.2814,281.0,-81.0,12.0,287.0,433.0,13.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,11421.0,301.7437,0.101636,369.749,97.0,2.5627,18.0,4.465,8922.0,106.0502,0.0931311,0.6869,234.0,-45.0,-13.0,-12.0,-926.0,-21.0,2271,1
322,3.0,5.0,2.0,0.0,0.0,0.0,0.0,17394.0,612.8244,0.324303,1129.0076,13.0,0.458,5.0,0.8456,9542.0,204.0634,0.223792,5.9542,-824.0,-592.0,-27.0,-944.0,-879.0,-43.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,7517.0,264.8385,0.140151,1008.1621,16.0,0.5637,9.0,1.3388,9446.0,200.6812,0.220083,5.0382,-125.0,-213.0,-3.0,-269.0,-741.0,-8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,12498.0,440.3288,0.233019,547.0464,6.0,0.2114,3.0,0.5637,9905.0,216.8526,0.237817,8.9841,-100.0,-612.0,4.0,-545.0,-940.0,4.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,10748.0,378.6729,0.200392,601.374,9.0,0.3171,1.0,0.8808,9017.0,185.5666,0.203508,6.6941,-669.0,-698.0,-13.0,-1540.0,-1612.0,-27.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,5478.0,193.0006,0.102135,516.606,50.0,1.7616,16.0,3.1709,6721.0,104.6741,0.114799,1.2331,130.0,-167.0,5.0,-81.0,-374.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,17699.0,623.5702,0.214489,684.5214,11.0,0.3876,6.0,1.057,12461.0,306.9055,0.217546,8.7375,824.0,592.0,27.0,944.0,879.0,43.0,7.0,1.0,11.0,2.0,0.0,0.0,0.0,18565.0,654.081,0.224984,995.7252,6.0,0.2114,7.0,2.2901,11797.0,283.5115,0.200964,5.3905,125.0,213.0,3.0,269.0,741.0,8.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,21007.0,740.1174,0.254578,722.0082,6.0,0.2114,4.0,0.916,12523.0,309.0898,0.219094,9.0898,100.0,612.0,-4.0,545.0,940.0,-4.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0,20122.0,708.9372,0.243853,314.6213,12.0,0.4228,3.0,1.0217,14590.0,381.9143,0.270713,9.5479,669.0,698.0,13.0,1540.0,1612.0,27.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,5124.0,180.5285,0.0620963,416.9701,36.0,1.2683,10.0,2.6424,7421.0,129.3365,0.0916825,1.1979,-130.0,167.0,-5.0,81.0,374.0,0.0,1703,0
323,5.0,5.0,10.0,1.0,1.0,0.0,0.0,26967.0,719.12,0.201281,1120.48,14.0,0.3733,6.0,0.88,14854.0,266.3467,0.208244,7.04,-553.0,-306.0,-19.0,-248.0,-438.0,-19.0,8.0,3.0,15.0,0.0,0.0,0.0,0.0,25153.0,670.7467,0.187741,928.1067,10.0,0.2667,7.0,1.6533,15566.0,285.3333,0.223088,5.8133,355.0,163.0,4.0,893.0,951.0,20.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,42510.0,1133.6,0.317293,372.32,20.0,0.5333,7.0,1.04,14090.0,245.9733,0.192315,7.44,192.0,-265.0,-9.0,-324.0,-756.0,-14.0,8.0,1.0,10.0,2.0,0.0,0.0,0.0,31628.0,843.4133,0.23607,434.2933,11.0,0.2933,2.0,1.44,18092.0,352.6933,0.275751,9.76,637.0,313.0,4.0,831.0,503.0,11.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0,7719.0,205.84,0.0576144,657.9733,100.0,2.6667,17.0,4.48,9691.0,128.6667,0.100603,1.12,563.0,737.0,2.0,148.0,-7.0,-1.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,26890.0,717.0667,0.245685,1067.0667,13.0,0.3467,3.0,0.8267,13590.0,232.64,0.235903,7.2,553.0,306.0,19.0,248.0,438.0,19.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,17624.0,469.9733,0.161025,1093.7333,8.0,0.2133,8.0,1.4133,10342.0,146.0267,0.148079,4.16,-355.0,-163.0,-4.0,-893.0,-951.0,-20.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,16815.0,448.4,0.153633,731.0933,17.0,0.4533,6.0,1.3867,14893.0,267.3867,0.271135,9.5467,-192.0,265.0,9.0,324.0,756.0,14.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,41243.0,1099.8133,0.376824,646.8533,16.0,0.4267,6.0,1.2,15020.0,270.7733,0.274569,8.8267,-637.0,-313.0,-4.0,-831.0,-503.0,-11.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,6877.0,183.3867,0.0628329,678.2133,70.0,1.8667,16.0,2.64,7466.0,69.3333,0.0703134,0.8267,-563.0,-737.0,-2.0,-148.0,7.0,1.0,2250,1
