,gameid,datacompleteness,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
10322,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,3,Blue,mid,Jensen,oe:player:7e0e7ac2a199e8e2ecb30499a3b2153,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,Viktor,Ashe,Elise,Caitlyn,Sylas,Kassadin,1614,0,1,3,1,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0743,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,23209,862.7881,0.520148,501.1524,527.5836,11,0.4089,5,0.1859,4,21,0.7807,9457,5889,218.9219,0.285933,9350,,234.0,230.0,4,,,8.6989,2977.0,4773.0,76.0,3408.0,5004.0,93.0,-431.0,-231.0,-17.0,0.0,0.0,1.0,0.0,1.0,0.0,4909.0,7861.0,135.0,6396.0,7992.0,156.0,-1487.0,-131.0,-21.0,0.0,0.0,2.0,0.0,2.0,0.0
10323,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,4,Blue,bot,Spawn,oe:player:3f96b0d5494895f5e964dc16ea8f27b,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,Zeri,Ashe,Elise,Caitlyn,Sylas,Kassadin,1614,0,0,2,0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,7615,283.0855,0.170663,472.1933,323.5688,9,0.3346,9,0.3346,3,17,0.632,8293,4725,175.6506,0.229415,7900,,221.0,217.0,4,,,8.2156,3144.0,2885.0,85.0,3332.0,3138.0,92.0,-188.0,-253.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,4899.0,5302.0,144.0,5106.0,5785.0,145.0,-207.0,-483.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
10324,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,5,Blue,sup,Biofrost,oe:player:88b780b9f178fd2e50a458ae282cd7c,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,Lulu,Ashe,Elise,Caitlyn,Sylas,Kassadin,1614,0,0,3,1,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,1587,58.9963,0.035567,453.0483,307.4349,38,1.4126,17,0.632,9,69,2.5651,5418,1850,68.7732,0.089819,5075,,42.0,42.0,0,,,1.5613,2090.0,2118.0,15.0,2105.0,2405.0,13.0,-15.0,-287.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2993.0,3242.0,26.0,3583.0,3550.0,20.0,-590.0,-308.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
10325,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,6,Red,top,Ssumday,oe:player:f35d122e169ccf24593a4d06927a3e2,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,Fiora,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,2,0,4,14,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,11563,429.8513,0.167016,639.368,611.0037,10,0.3717,4,0.1487,5,25,0.9294,11565,7997,297.2862,0.226448,10500,,249.0,222.0,27,,,9.2565,3180.0,4505.0,83.0,2955.0,4893.0,72.0,225.0,-388.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4970.0,7403.0,133.0,4466.0,7604.0,113.0,504.0,-201.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
10326,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,7,Red,jng,Inspired,oe:player:a8307167f3a1c933295bb9e3d43700e,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,Sejuani,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,2,1,11,14,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5204,0.5948,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,7847,291.71,0.113342,887.2119,1101.1152,8,0.2974,12,0.4461,7,52,1.9331,9670,6102,226.8401,0.172787,8355,,145.0,17.0,128,,,5.3903,3569.0,3578.0,66.0,2891.0,3053.0,61.0,678.0,525.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5191.0,5678.0,96.0,4094.0,4979.0,86.0,1097.0,699.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0
10327,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,8,Red,mid,jojopyun,oe:player:83eb62484689106807fcf5ad55b5479,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,Azir,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,4,0,10,14,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5204,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,29246,1087.2119,0.422429,654.052,451.5985,14,0.5204,12,0.4461,8,43,1.5985,12876,9308,346.0223,0.263572,11950,,257.0,253.0,4,,,9.5539,3408.0,5004.0,93.0,2977.0,4773.0,76.0,431.0,231.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,6396.0,7992.0,156.0,4909.0,7861.0,135.0,1487.0,131.0,21.0,0.0,2.0,0.0,0.0,0.0,2.0
10328,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,9,Red,bot,FBI,oe:player:73d2b65353d7b00e0f198ffdc085edc,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,Varus,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,4,1,6,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,16939,629.7026,0.244667,235.1673,128.5502,12,0.4461,12,0.4461,4,39,1.4498,11573,8005,297.5836,0.226675,10550,,224.0,224.0,0,,,8.3271,3332.0,3138.0,92.0,3144.0,2885.0,85.0,188.0,253.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5106.0,5785.0,145.0,4899.0,5302.0,144.0,207.0,483.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10329,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,10,Red,sup,Vulcan,oe:player:81acc6bcde5c927c78e0990e9887f84,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,Rakan,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,2,0,11,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204,0.5948,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,3638,135.2416,0.0525472,266.1338,343.0112,61,2.2677,11,0.4089,12,113,4.2007,7471,3903,145.0929,0.110518,6500,,34.0,34.0,0,,,1.2639,2105.0,2405.0,13.0,2090.0,2118.0,15.0,15.0,287.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.0,3550.0,20.0,2993.0,3242.0,26.0,590.0,308.0,-6.0,1.0,0.0,0.0,0.0,0.0,0.0
10330,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,100,Blue,team,,,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,,Ashe,Elise,Caitlyn,Sylas,Kassadin,1614,0,2,14,3,2,14,0.0,0.0,0.0,0.0,0.0,,,,0.0743,0.5948,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,1.0,44620,1658.7361,,3232.3048,2956.4684,76,2.8253,48,1.7844,26,161,5.9851,38436,20595,765.6134,,37625,-0.239354,,694.0,119,,,30.223,14057.0,17722.0,309.0,15594.0,18630.0,347.0,-1537.0,-908.0,-38.0,0.0,0.0,1.0,1.0,1.0,0.0,21361.0,28988.0,504.0,25246.0,30408.0,550.0,-3885.0,-1420.0,-46.0,0.0,0.0,2.0,2.0,3.0,0.0
10331,ESPORTSTMNT01_3300211,complete,LCS,2023,Spring,0,2023-02-03 23:54:33,1,13.01,200,Red,team,,,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,,Gnar,Lucian,Maokai,Orianna,Vi,1614,1,14,2,42,14,2,1.0,0.0,0.0,0.0,1.0,,,,0.5204,0.5948,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,69233,2573.7175,,2681.9331,2635.2788,105,3.9033,51,1.8959,36,272,10.1115,53155,35314,1312.7881,,47855,0.239354,,750.0,159,,,33.7918,15594.0,18630.0,347.0,14057.0,17722.0,309.0,1537.0,908.0,38.0,1.0,1.0,0.0,0.0,0.0,1.0,25246.0,30408.0,550.0,21361.0,28988.0,504.0,3885.0,1420.0,46.0,2.0,3.0,0.0,0.0,0.0,2.0
10356,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,1,Blue,top,Solo,oe:player:43e2c87dea1fbecd5a5f29ded6c4faf,TSM,oe:team:a22510a4756fa424cb0771b13261139,Gangplank,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,0,4,1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,20660,688.2843,0.375958,804.7862,521.1438,11,0.3665,0,0.0,1,19,0.633,12275,8325,277.3459,0.280884,11635,,268.0,248.0,20,,,8.9284,3313.0,4621.0,70.0,3671.0,5084.0,95.0,-358.0,-463.0,-25.0,0.0,0.0,0.0,0.0,1.0,0.0,5268.0,7485.0,118.0,5931.0,8745.0,148.0,-663.0,-1260.0,-30.0,0.0,0.0,1.0,1.0,1.0,0.0
10357,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,2,Blue,jng,Bugi,oe:player:a7f0b16a54f4bd0dcb6fb7bb625b3cb,TSM,oe:team:a22510a4756fa424cb0771b13261139,Maokai,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,1,6,1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.7329,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,0.0,11239,374.4253,0.20452,983.4536,737.1571,6,0.1999,5,0.1666,6,33,1.0994,9135,5185,172.7374,0.174946,7900,,138.0,22.0,116,,,4.5974,2641.0,2681.0,46.0,3662.0,3518.0,66.0,-1021.0,-837.0,-20.0,0.0,0.0,1.0,1.0,1.0,0.0,4143.0,4849.0,77.0,5670.0,5566.0,90.0,-1527.0,-717.0,-13.0,0.0,0.0,2.0,2.0,3.0,0.0
10358,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,3,Blue,mid,Maple,oe:player:e3aa452243a476669824e52c1b7fc6b,TSM,oe:team:a22510a4756fa424cb0771b13261139,Azir,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,0,3,1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0666,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,11991,399.4781,0.218205,456.2798,268.151,17,0.5664,11,0.3665,7,36,1.1993,10176,6226,207.4181,0.210068,9425,,275.0,270.0,5,,,9.1616,3258.0,4664.0,92.0,3756.0,4849.0,89.0,-498.0,-185.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4972.0,7601.0,144.0,6052.0,7889.0,142.0,-1080.0,-288.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0
10359,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,4,Blue,bot,Neo,oe:player:c79ce9ec47a91226340af0e57afa782,TSM,oe:team:a22510a4756fa424cb0771b13261139,Lucian,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,1,3,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,8678,289.1061,0.157917,367.6624,205.6857,13,0.4331,13,0.4331,5,39,1.2993,11801,7851,261.5547,0.264892,11200,,285.0,281.0,4,,,9.4947,3196.0,3258.0,83.0,3520.0,3628.0,91.0,-324.0,-370.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,4997.0,5259.0,127.0,6569.0,6584.0,151.0,-1572.0,-1325.0,-24.0,0.0,0.0,1.0,3.0,1.0,0.0
10360,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,5,Blue,sup,Chime,oe:player:6c7c8b16d921fbf3394e228f1554ef5,TSM,oe:team:a22510a4756fa424cb0771b13261139,Nami,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,0,4,1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,2385,79.4559,0.0434007,315.0916,161.4436,36,1.1993,14,0.4664,7,79,2.6319,6001,2051,68.3287,0.0692096,5875,,21.0,21.0,0,,,0.6996,2029.0,2460.0,4.0,2125.0,2337.0,4.0,-96.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,3388.0,11.0,3472.0,3758.0,6.0,-477.0,-370.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0
10361,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,6,Red,top,Tenacity,oe:player:5a727a99621f9e7f1d95f26fb6e5c52,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,K'Sante,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,5,0,5,20,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,11168,372.06,0.180618,589.7057,898.4342,10,0.3331,3,0.0999,2,39,1.2993,14424,10474,348.9395,0.245907,12150,,300.0,300.0,0,,,9.9944,3671.0,5084.0,95.0,3313.0,4621.0,70.0,358.0,463.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,5931.0,8745.0,148.0,5268.0,7485.0,118.0,663.0,1260.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0
10362,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,7,Red,jng,Closer,oe:player:96da046ebab4cac9bcba2c9afd85999,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,Vi,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,2,0,11,20,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6663,0.7329,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,7876,262.3876,0.127377,920.1222,1479.3781,7,0.2332,17,0.5664,6,54,1.799,10934,6984,232.6707,0.163972,10000,,167.0,29.0,138,,,5.5636,3662.0,3518.0,66.0,2641.0,2681.0,46.0,1021.0,837.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,5670.0,5566.0,90.0,4143.0,4849.0,77.0,1527.0,717.0,13.0,2.0,3.0,0.0,0.0,0.0,2.0
10363,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,8,Red,mid,Bjergsen,oe:player:63ba5c5e5bb73ace706183b5e05a27e,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,Zilean,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,4,0,12,20,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6663,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,18802,626.3853,0.304082,416.5686,295.869,10,0.3331,1,0.0333,4,30,0.9994,13590,9640,321.1549,0.226327,12000,,288.0,276.0,12,,,9.5947,3756.0,4849.0,89.0,3258.0,4664.0,92.0,498.0,185.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0,6052.0,7889.0,142.0,4972.0,7601.0,144.0,1080.0,288.0,-2.0,1.0,3.0,0.0,0.0,0.0,1.0
10364,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,9,Red,bot,Doublelift,oe:player:f25df399390d86b9a1e83216dae597b,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,Zeri,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,8,2,7,20,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,2.0,0.0,19268,641.91,0.311619,468.2399,505.1527,11,0.3665,14,0.4664,3,45,1.4992,15719,11769,392.0822,0.27631,13925,,337.0,287.0,50,,,11.2271,3520.0,3628.0,91.0,3196.0,3258.0,83.0,324.0,370.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6569.0,6584.0,151.0,4997.0,5259.0,127.0,1572.0,1325.0,24.0,3.0,1.0,0.0,0.0,0.0,1.0
10365,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,10,Red,sup,Busio,oe:player:3e722c8ede909c83af9342c41805a16,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,Lulu,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,1,0,11,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663,0.7329,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,4718,157.1793,0.0763035,303.1982,177.8345,46,1.5325,8,0.2665,9,88,2.9317,7676,3726,124.131,0.0874839,6775,,14.0,14.0,0,,,0.4664,2125.0,2337.0,4.0,2029.0,2460.0,4.0,96.0,-123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.0,3758.0,6.0,2995.0,3388.0,11.0,477.0,370.0,-5.0,0.0,4.0,0.0,0.0,0.0,2.0
10366,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,100,Blue,team,,,TSM,oe:team:a22510a4756fa424cb0771b13261139,,Sejuani,Wukong,Kassadin,Ornn,Jax,1801,0,2,20,4,2,20,0.0,0.0,0.0,0.0,0.0,,,,0.0666,0.7329,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,6.0,0.0,2.0,54953,1830.7496,,2927.2737,1893.5813,83,2.7651,43,1.4325,26,206,6.8629,49388,29640,987.4514,,46035,-0.174753,,842.0,145,,,32.8817,14437.0,17684.0,295.0,16734.0,19416.0,345.0,-2297.0,-1732.0,-50.0,0.0,0.0,2.0,2.0,3.0,0.0,22375.0,28582.0,477.0,27694.0,32542.0,537.0,-5319.0,-3960.0,-60.0,0.0,0.0,7.0,7.0,12.0,0.0
10367,ESPORTSTMNT01_3301178,complete,LCS,2023,Spring,0,2023-02-04 00:45:39,1,13.01,200,Red,team,,,100 Thieves,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,,Elise,Ashe,Caitlyn,Gnar,Renekton,1801,1,20,2,46,20,2,3.0,0.0,0.0,0.0,1.0,,,,0.6663,0.7329,1.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,61832,2059.9223,,2697.8345,3356.6685,84,2.7984,43,1.4325,24,256,8.5286,62343,42595,1419.045,,54850,0.174753,,906.0,200,,,36.8462,16734.0,19416.0,345.0,14437.0,17684.0,295.0,2297.0,1732.0,50.0,2.0,3.0,0.0,0.0,0.0,2.0,27694.0,32542.0,537.0,22375.0,28582.0,477.0,5319.0,3960.0,60.0,7.0,12.0,0.0,0.0,0.0,7.0
10392,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,1,Blue,top,Summit,oe:player:99ce2ea4de279c28bb0315848da8a48,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,Aatrox,Ashe,Kassadin,Maokai,Renekton,K'Sante,2407,1,6,3,9,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733,0.9472,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,27731,691.2588,0.272129,1008.7329,1123.4483,14,0.349,12,0.2991,9,50,1.2464,17633,12447,310.27,0.244932,16475,,294.0,285.0,9,,,7.3286,3476.0,4767.0,76.0,2661.0,3753.0,55.0,815.0,1014.0,21.0,1.0,1.0,0.0,0.0,1.0,2.0,6996.0,8071.0,132.0,3931.0,5834.0,94.0,3065.0,2237.0,38.0,2.0,2.0,0.0,0.0,1.0,4.0
10393,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,Sejuani,Ashe,Kassadin,Maokai,Renekton,K'Sante,2407,1,5,3,13,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733,0.9472,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,17908,446.398,0.175734,1430.403,1620.0249,19,0.4736,45,1.1217,20,97,2.4179,13815,8629,215.0976,0.169802,13425,,216.0,66.0,150,,,5.3843,2977.0,3194.0,53.0,3729.0,3331.0,62.0,-752.0,-137.0,-9.0,0.0,2.0,1.0,2.0,0.0,0.0,4770.0,5417.0,82.0,4962.0,4878.0,86.0,-192.0,539.0,-4.0,1.0,3.0,1.0,2.0,0.0,0.0
10394,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,3,Blue,mid,Haeri,oe:player:20c094acbddf3fbdfd91293511b4472,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,Sylas,Ashe,Kassadin,Maokai,Renekton,K'Sante,2407,1,3,5,9,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5733,0.9472,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,21086,525.617,0.20692,1034.2086,754.5742,20,0.4985,11,0.2742,6,44,1.0968,15648,10462,260.7894,0.205872,15370,,289.0,277.0,12,,,7.204,3565.0,4611.0,86.0,3475.0,4574.0,81.0,90.0,37.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,5277.0,7551.0,134.0,4907.0,6888.0,123.0,370.0,663.0,11.0,1.0,0.0,1.0,1.0,2.0,1.0
10395,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,4,Blue,bot,Yeon,oe:player:f6b8af05a5af22004a67a78f3046b92,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,Xayah,Ashe,Kassadin,Maokai,Renekton,K'Sante,2407,1,5,2,9,23,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733,0.9472,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,2.0,0.0,27598,687.9435,0.270824,503.0827,481.3959,18,0.4487,23,0.5733,10,73,1.8197,19185,13999,348.9572,0.275472,17525,,435.0,383.0,52,,,10.8434,3123.0,3270.0,82.0,3356.0,3571.0,84.0,-233.0,-301.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,5169.0,6110.0,146.0,5331.0,6207.0,143.0,-162.0,-97.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
10396,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,5,Blue,sup,CoreJJ,oe:player:05fafeaf23dc3285558a4e968970b9f,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,Blitzcrank,Ashe,Kassadin,Maokai,Renekton,K'Sante,2407,1,4,2,9,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733,0.9472,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,7581,188.9738,0.0743935,508.5667,502.6091,70,1.7449,22,0.5484,19,126,3.1408,10467,5281,131.641,0.103921,9575,,45.0,45.0,0,,,1.1217,2249.0,2735.0,15.0,2772.0,2470.0,4.0,-523.0,265.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0,3548.0,4136.0,23.0,4433.0,3710.0,13.0,-885.0,426.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0
10397,ESPORTSTMNT01_3301190,complete,LCS,2023,Spring,0,2023-02-04 01:34:41,1,13.01,6,Red,top,Licorice,oe:player:e03d0722b6dce835cde3268c08c4f54,Golden Guardians,oe:team:87ee02298073abc2d55060f097d4041,Gragas,Kindred,Lucian,Elise,Fiora,Jax,2407,0,1,8,4,15,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3739,0.9472,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,14490,361.1965,0.103669,876.5933,919.3685,10,0.2493,5,0.1246,6,34,0.8475,12984,7798,194.383,0.187872,11600,,283.0,279.0,4,,,7.0544,2661.0,3753.0,55.0,3476.0,4767.0,76.0,-815.0,-1014.0,-21.0,0.0,1.0,2.0,1.0,1.0,0.0,3931.0,5834.0,94.0,6996.0,8071.0,132.0,-3065.0,-2237.0,-38.0,0.0,1.0,4.0,2.0,2.0,0.0
