,gameid,result,ckpm,gspd,golddiffat15,firstblood,firsttower,firsttothreetowers,turretplates,firstherald,firstdragon,dragons,minionkills,monsterkills,wpm,wcpm,gd10,cspm,csd10,egpm
40871,ESPORTSTMNT01_3325049,0,0.6955,-0.153642,-4963.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.511,0.41,3.1928,1.6438,-2683.0,34.0464,-9.0,198.873
11399,ESPORTSTMNT03_3103007,1,0.5444,0.0704467,5173.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,0.483,0.532,3.3238,1.5759,3114.0,32.808,14.0,262.653
25319,ESPORTSTMNT02_3162712,0,0.5268,-0.0588235,-521.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.493,0.509,0.0,1.4486,-588.0,29.4469,-7.0,169.338
37534,ESPORTSTMNT03_3123916,1,0.8157,-0.0130368,-763.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6,0.505,0.562,4.7432,2.2054,243.0,34.139,20.0,243.438
6035,ESPORTSTMNT03_3093271,0,0.8819,-0.0745299,-15.0,1.0,0.0,0.0,4.0,1.0,0.0,0.4,0.505,0.439,3.0156,1.6785,930.0,31.01,-19.0,210.094
9779,ESPORTSTMNT03_3098646,1,1.0122,-0.0231897,439.0,1.0,1.0,1.0,4.0,0.0,1.0,0.6,0.498,0.476,4.836,1.7994,910.0,31.1809,-9.0,247.901
30479,ESPORTSTMNT03_3115173,1,0.7213,0.170138,1094.0,1.0,1.0,1.0,2.0,0.0,1.0,0.75,0.519,0.535,4.4918,2.2295,190.0,36.3934,26.0,272.997
10475,ESPORTSTMNT03_3100826,1,0.8734,0.0146946,-569.0,0.0,1.0,0.0,8.0,0.0,1.0,0.667,0.501,0.43,3.8112,2.0115,-1183.0,28.9016,-9.0,231.213
2759,ESPORTSTMNT04_2664219,0,0.456,-0.152328,-3078.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.494,0.408,3.4202,1.4332,-1557.0,34.0065,-32.0,176.43
10474,ESPORTSTMNT03_3100826,0,0.8734,-0.0146946,569.0,1.0,0.0,1.0,10.0,1.0,0.0,0.333,0.499,0.57,4.3405,1.6939,1183.0,30.2779,9.0,237.168
13570,ESPORTSTMNT01_3305848,1,0.4099,0.0426497,-1082.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.524,0.478,3.1214,1.7972,-137.0,33.7993,4.0,226.903
39095,ESPORTSTMNT06_2774534,0,0.7862,-0.0630137,-2831.0,1.0,0.0,0.0,2.0,0.0,1.0,0.25,0.494,0.416,2.8931,1.7925,-701.0,33.6792,-43.0,210.069
4162,ESPORTSTMNT03_3090319,1,0.5929,0.164999,1534.0,0.0,1.0,1.0,3.0,1.0,0.0,0.8,0.496,0.597,3.5277,1.7194,817.0,33.913,28.0,244.002
49270,ESPORTSTMNT06_2778074,0,1.1615,-0.0254357,1373.0,0.0,1.0,0.0,8.0,1.0,1.0,0.8,0.51,0.496,3.8818,1.1309,104.0,34.0805,11.0,248.198
23866,ESPORTSTMNT02_3158788,1,0.4131,0.123546,4620.0,0.0,1.0,1.0,10.0,1.0,1.0,0.8,0.512,0.671,0.0,1.7161,2427.0,37.5,66.0,246.28
41374,ESPORTSTMNT01_3326246,1,0.5377,0.0599008,286.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.522,0.561,3.4159,1.6763,142.0,35.3927,6.0,242.29
25955,ESPORTSTMNT02_3164302,1,0.8408,0.16935,1573.0,1.0,1.0,1.0,5.0,1.0,1.0,0.8,0.52,0.565,0.0,2.4324,-22.0,33.003,-47.0,252.186
43474,ESPORTSTMNT01_3325832,1,0.6718,0.0975362,1504.0,1.0,1.0,1.0,4.0,1.0,0.0,0.5,0.515,0.492,4.1014,1.8385,689.0,38.68,11.0,269.19
4151,ESPORTSTMNT03_3089368,1,0.4386,0.0580501,1799.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,0.493,0.604,4.7624,2.0052,580.0,35.248,12.0,242.864
4199,ESPORTSTMNT03_3090339,0,0.766,-0.0893697,99.0,0.0,1.0,1.0,4.0,1.0,0.0,0.5,0.507,0.522,2.7128,1.5319,-180.0,34.9468,29.0,205.615
5446,ESPORTSTMNT03_3090903,0,0.5252,-0.106669,-2294.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.487,0.507,3.0197,2.4289,-708.0,34.8249,-21.0,179.606
10367,ESPORTSTMNT01_3301178,1,0.7329,0.174753,5319.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.518,0.58,2.7984,1.4325,2297.0,36.8462,50.0,283.809
55175,ESPORTSTMNT05_3222242,0,0.8875,-0.114383,-1796.0,1.0,0.0,0.0,6.0,0.0,1.0,0.333,0.506,0.518,3.4548,1.5531,-271.0,34.7068,21.0,198.067
26938,ESPORTSTMNT02_3164832,1,0.6357,0.13172,298.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.502,0.554,0.0,2.0888,-425.0,33.8143,-1.0,268.408
35147,ESPORTSTMNT03_3122584,0,0.6688,0.108686,2539.0,1.0,1.0,1.0,5.0,0.0,1.0,0.667,0.502,0.556,3.7901,1.7,1088.0,31.5467,-3.0,231.879
49115,ESPORTSTMNT06_2777089,0,0.9765,-0.162852,-3744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.502,0.452,3.0445,2.2403,-892.0,31.1345,-19.0,190.742
5230,ESPORTSTMNT02_3141821,1,0.524,0.14065,6443.0,1.0,1.0,1.0,10.0,1.0,1.0,0.75,0.512,0.546,4.5852,1.7686,2057.0,36.19,3.0,281.862
16595,ESPORTSTMNT01_3311892,1,0.3696,0.123202,1872.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,0.506,0.499,3.5113,1.694,1607.0,34.2197,25.0,244.263
54778,ESPORTSTMNT05_3221222,1,0.7104,0.112927,2358.0,1.0,1.0,1.0,7.0,1.0,1.0,0.6,0.51,0.495,3.3744,1.3912,1570.0,32.3236,2.0,249.709
4187,ESPORTSTMNT03_3091336,0,0.5901,-0.134226,-1995.0,0.0,0.0,0.0,4.0,0.0,1.0,0.4,0.519,0.379,3.4472,1.6149,-400.0,32.4534,27.0,182.652
5435,ESPORTSTMNT03_3091907,1,0.3869,0.14123,-22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.508,0.527,2.7082,1.7732,123.0,35.626,2.0,252.722
9683,ESPORTSTMNT03_3098573,1,0.4909,0.121466,-371.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.494,0.553,3.4649,1.6169,-613.0,32.1078,1.0,234.393
38963,ESPORTSTMNT06_2775495,0,0.8411,-0.116968,-524.0,1.0,1.0,0.0,4.0,0.0,0.0,0.2,0.519,0.456,2.9595,1.1838,370.0,33.271,11.0,197.184
5170,ESPORTSTMNT02_3139796,0,0.7595,-0.139895,-1161.0,0.0,0.0,0.0,4.0,0.0,1.0,0.25,0.503,0.423,2.8481,1.2025,-253.0,33.2911,-10.0,211.532
21886,ESPORTSTMNT02_3154086,0,0.4253,-0.0988918,164.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.467,0.0,1.7924,-705.0,33.2658,0.0,181.379
31595,ESPORTSTMNT03_3116676,1,0.6122,0.029154,148.0,1.0,1.0,1.0,9.0,1.0,1.0,0.75,0.509,0.578,3.7041,2.0204,-735.0,34.5306,20.0,247.047
37535,ESPORTSTMNT03_3123916,0,0.8157,0.0130368,763.0,1.0,1.0,0.0,2.0,0.0,1.0,0.4,0.495,0.438,3.6858,2.5076,-243.0,32.1752,-20.0,196.06
14663,ESPORTSTMNT01_3307762,0,0.8061,-0.0842452,747.0,1.0,1.0,1.0,2.0,0.0,1.0,0.4,0.507,0.479,2.9079,1.4683,738.0,31.9002,-17.0,200.775
37654,ESPORTSTMNT03_3127022,0,0.468,-0.201243,-698.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.487,0.482,3.1201,1.5913,-98.0,33.6661,3.0,174.415
5398,ESPORTSTMNT03_3090837,1,0.6723,-0.0809494,450.0,0.0,0.0,1.0,5.0,0.0,0.0,0.5,0.501,0.515,2.577,2.0728,-848.0,30.0,-7.0,220.583
6034,ESPORTSTMNT03_3093271,1,0.8819,0.0745299,15.0,0.0,1.0,1.0,6.0,0.0,1.0,0.6,0.495,0.561,3.4708,1.4794,-930.0,31.835,19.0,248.99
1511,ESPORTSTMNT04_2664031,1,0.6272,0.137458,389.0,0.0,1.0,1.0,5.0,1.0,1.0,0.75,0.486,0.538,2.8671,1.3738,-1672.0,32.7626,-22.0,262.931
2279,ESPORTSTMNT04_2664153,0,0.7044,-0.234915,-2776.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.489,0.443,3.1853,1.2251,-1723.0,32.7718,-8.0,177.605
18971,ESPORTSTMNT02_3150844,1,0.6027,0.096534,1633.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,0.503,0.554,0.0,1.7479,1013.0,33.5711,15.0,264.934
49114,ESPORTSTMNT06_2777089,1,0.9765,0.162852,3744.0,1.0,1.0,1.0,9.0,1.0,1.0,0.8,0.498,0.548,4.0211,1.8956,892.0,31.9962,19.0,274.363
25379,ESPORTSTMNT02_3160853,1,0.5981,-0.0117832,2436.0,1.0,0.0,1.0,3.0,1.0,1.0,0.8,0.491,0.501,0.0,1.1418,134.0,29.7689,-6.0,239.293
26939,ESPORTSTMNT02_3164832,0,0.6357,-0.13172,-298.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.498,0.446,0.0,1.5742,425.0,32.3007,1.0,190.202
35146,ESPORTSTMNT03_3122584,1,0.6688,-0.108686,-2539.0,0.0,0.0,0.0,3.0,1.0,0.0,0.333,0.498,0.444,3.8179,1.6163,-1088.0,30.0139,3.0,212.282
5399,ESPORTSTMNT03_3090837,0,0.6723,0.0809494,-450.0,1.0,1.0,0.0,2.0,1.0,1.0,0.5,0.499,0.485,3.5574,1.3165,848.0,29.6078,7.0,215.042
20195,ESPORTSTMNT02_3151375,0,0.5527,-0.0233996,-876.0,0.0,0.0,0.0,4.0,0.0,1.0,0.6,0.507,0.517,0.0,1.7195,-541.0,33.5312,13.0,193.155
32495,ESPORTSTMNT03_3119106,1,0.4054,0.238081,2797.0,1.0,1.0,1.0,4.0,1.0,0.0,0.5,0.517,0.523,2.5061,2.1376,748.0,39.5823,1.0,278.005
43546,ESPORTSTMNT01_3325862,1,0.9471,0.105304,1472.0,0.0,1.0,1.0,7.0,1.0,0.0,0.667,0.486,0.531,3.9676,2.1502,-1366.0,28.8481,3.0,239.764
1535,ESPORTSTMNT04_2665040,0,0.5298,-0.0295917,511.0,1.0,0.0,0.0,2.0,1.0,0.0,0.25,0.489,0.479,3.6093,1.8212,837.0,34.702,-8.0,189.728
36947,ESPORTSTMNT03_3125600,1,0.5122,0.134492,187.0,0.0,1.0,1.0,3.0,0.0,1.0,0.75,0.53,0.522,3.0051,2.3904,785.0,36.9835,25.0,254.322
39047,ESPORTSTMNT06_2773526,1,0.8419,0.172509,4505.0,1.0,1.0,1.0,9.0,1.0,0.0,0.5,0.514,0.547,3.5294,1.5542,3129.0,35.6827,4.0,287.566
5171,ESPORTSTMNT02_3139796,1,0.7595,0.139895,1161.0,1.0,1.0,1.0,3.0,1.0,0.0,0.75,0.497,0.577,3.038,1.4557,253.0,34.6835,10.0,279.715
18923,ESPORTSTMNT02_3148844,1,0.7527,0.107139,1749.0,0.0,1.0,1.0,3.0,1.0,1.0,0.8,0.514,0.534,0.0,1.6937,-179.0,34.5321,13.0,260.55
11519,ESPORTSTMNT03_3102090,0,0.5684,-0.180951,-5739.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.508,0.396,3.3474,1.5789,-1666.0,32.2421,-7.0,181.528
18970,ESPORTSTMNT02_3150844,0,0.6027,-0.096534,-1633.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.497,0.446,0.0,1.2054,-1013.0,32.0342,-15.0,192.597
20843,ESPORTSTMNT02_3151621,0,0.5515,-0.12457,-1944.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.501,0.492,0.0,1.5965,-11.0,31.0015,18.0,174.154
30646,ESPORTSTMNT03_3115239,1,0.673,0.134038,1158.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5,0.501,0.545,3.0286,1.548,975.0,36.848,-5.0,264.007
1990,ESPORTSTMNT04_2664115,1,0.6051,0.123992,1364.0,1.0,1.0,1.0,2.0,1.0,0.0,0.5,0.518,0.506,3.6624,1.6879,225.0,34.1083,-3.0,247.299
44590,ESPORTSTMNT06_2775881,1,0.7139,0.0629523,-234.0,1.0,1.0,1.0,3.0,1.0,0.0,0.8,0.486,0.46,2.9129,1.5136,-115.0,30.871,-26.0,252.697
15899,ESPORTSTMNT01_3310561,1,0.4601,-0.036251,-1103.0,1.0,0.0,0.0,2.0,0.0,0.0,0.25,0.501,0.438,2.6687,1.1656,-138.0,32.0552,3.0,230.877
19115,ESPORTSTMNT02_3150955,1,0.5332,0.18886,2663.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.514,0.612,0.0,1.5369,1085.0,35.4417,20.0,267.87
30647,ESPORTSTMNT03_3115239,0,0.673,-0.134038,-1158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.499,0.455,3.6007,1.1105,-975.0,35.6366,5.0,207.049
43918,ESPORTSTMNT06_2774880,0,0.764,-0.104817,-1219.0,0.0,1.0,0.0,6.0,1.0,0.0,0.2,0.516,0.438,3.4378,1.1459,161.0,31.4691,4.0,186.253
13678,ESPORTSTMNT01_3304926,0,0.8398,-0.134734,327.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,0.504,0.409,3.6081,1.7107,1107.0,32.4106,17.0,193.275
20842,ESPORTSTMNT02_3151621,1,0.5515,0.12457,1944.0,0.0,1.0,1.0,6.0,1.0,1.0,0.4,0.499,0.508,0.0,1.7997,11.0,31.0885,-18.0,235.048
55174,ESPORTSTMNT05_3222242,1,0.8875,0.114383,1796.0,0.0,1.0,1.0,5.0,1.0,0.0,0.667,0.494,0.482,3.1379,1.7116,271.0,33.6609,-21.0,292.095
45107,ESPORTSTMNT06_2773965,1,0.812,0.0607989,-1026.0,1.0,0.0,0.0,5.0,1.0,0.0,0.4,0.512,0.494,3.3929,1.537,18.0,31.2905,-22.0,257.724
5278,ESPORTSTMNT02_3140782,0,0.4435,-0.00672454,3284.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.51,0.488,4.2133,1.9958,594.0,33.5797,9.0,204.805
8315,ESPORTSTMNT03_3095781,0,0.515,-0.213121,-948.0,1.0,0.0,1.0,6.0,1.0,1.0,0.5,0.473,0.38,3.2618,1.5451,863.0,30.2146,-23.0,178.283
56506,ESPORTSTMNT05_3223181,0,1.054,-0.150802,-581.0,0.0,0.0,1.0,4.0,1.0,0.0,0.167,0.468,0.434,3.1621,1.0277,-393.0,28.0369,-3.0,200.311
15047,ESPORTSTMNT01_3309028,1,0.2744,0.120982,970.0,1.0,1.0,1.0,2.0,0.0,0.0,0.4,0.5,0.519,3.0793,2.4085,639.0,32.8354,13.0,232.555
15898,ESPORTSTMNT01_3310561,0,0.4601,0.036251,1103.0,0.0,1.0,1.0,7.0,1.0,1.0,0.75,0.499,0.562,2.3926,1.411,138.0,33.3129,-3.0,190.644
4198,ESPORTSTMNT03_3090339,1,0.766,0.0893697,-99.0,1.0,0.0,0.0,3.0,0.0,1.0,0.5,0.493,0.478,3.1596,1.3723,180.0,33.6383,-29.0,260.751
10582,ESPORTSTMNT03_3098936,1,0.7835,0.138638,2136.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.502,0.579,4.2111,1.9913,1067.0,35.0272,-9.0,284.514
15046,ESPORTSTMNT01_3309028,0,0.2744,-0.120982,-970.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.5,0.481,3.4756,1.7073,-639.0,32.378,-13.0,171.921
16594,ESPORTSTMNT01_3311892,0,0.3696,-0.123202,-1872.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.494,0.501,3.3573,1.848,-1607.0,33.5729,-25.0,172.953
31451,ESPORTSTMNT03_3116597,1,0.7941,0.0598226,4506.0,1.0,1.0,1.0,11.0,1.0,1.0,0.8,0.502,0.522,3.4706,1.4706,1995.0,31.0882,51.0,240.253
40870,ESPORTSTMNT01_3325049,1,0.6955,0.153642,4963.0,1.0,1.0,1.0,8.0,1.0,1.0,0.75,0.489,0.59,3.4457,1.6754,2683.0,34.8999,9.0,270.164
16643,ESPORTSTMNT01_3310923,0,0.547,-0.095665,-1425.0,0.0,0.0,0.0,3.0,1.0,1.0,0.5,0.48,0.496,3.167,1.9578,-829.0,30.4319,-31.0,188.39
49211,ESPORTSTMNT06_2778069,0,0.844,-0.0293142,-331.0,1.0,0.0,0.0,3.0,1.0,0.0,0.2,0.482,0.425,3.4286,1.3978,625.0,28.378,-12.0,199.691
6587,ESPORTSTMNT03_3094541,0,0.4741,-0.167794,1394.0,1.0,1.0,0.0,3.0,0.0,1.0,0.4,0.511,0.471,3.6148,1.5704,1637.0,31.5556,43.0,176.456
40991,ESPORTSTMNT01_3326099,1,0.966,-0.107745,3205.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.511,0.566,4.057,1.5455,510.0,31.0488,22.0,230.042
19103,ESPORTSTMNT02_3149952,1,0.435,0.0669291,429.0,0.0,1.0,1.0,3.0,0.0,1.0,0.8,0.524,0.542,0.0,1.8954,305.0,34.4899,11.0,224.731
34955,ESPORTSTMNT03_3121502,0,0.6867,-0.0987267,-424.0,1.0,0.0,0.0,2.0,1.0,0.0,0.25,0.458,0.446,3.6624,1.8026,1285.0,30.186,-35.0,185.911
1246,ESPORTSTMNT04_2661049,1,0.9283,0.194238,-785.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,0.512,0.408,2.8159,1.8566,-511.0,32.0578,-9.0,270.684
20806,ESPORTSTMNT02_3152568,0,0.2818,-0.140341,-673.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.504,0.459,0.0,1.0334,-287.0,32.2234,18.0,175.203
30766,ESPORTSTMNT03_3116266,0,0.4709,-0.141745,-1981.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.475,0.483,3.6659,1.4462,322.0,36.4574,29.0,198.296
5434,ESPORTSTMNT03_3091907,0,0.3869,-0.14123,22.0,0.0,1.0,0.0,7.0,1.0,1.0,0.25,0.492,0.473,3.2241,1.1929,-123.0,34.0785,-2.0,185.61
10583,ESPORTSTMNT03_3098936,0,0.7835,-0.138638,-2136.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.498,0.421,4.0479,1.7954,-1067.0,33.1338,9.0,208.309
14710,ESPORTSTMNT01_3308753,1,0.8919,0.162656,-194.0,1.0,1.0,1.0,6.0,1.0,0.0,0.4,0.513,0.51,3.3521,1.7837,424.0,33.06,-7.0,267.1
56518,ESPORTSTMNT05_3222495,0,1.2753,-0.0651879,-3922.0,1.0,0.0,0.0,4.0,1.0,0.0,0.2,0.503,0.42,3.297,1.2442,-347.0,31.6641,-28.0,239.365
14146,ESPORTSTMNT01_3308368,1,0.58,0.0930468,1117.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.508,0.536,3.1901,2.159,1021.0,34.2213,-3.0,256.176
20890,ESPORTSTMNT02_3151678,1,0.8757,0.191227,883.0,1.0,0.0,1.0,7.0,1.0,0.0,0.5,0.529,0.559,0.0,2.2378,506.0,34.7027,-9.0,278.906
37870,ESPORTSTMNT03_3126091,1,0.8724,0.120755,5725.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.521,0.521,3.3771,2.0544,3147.0,30.4784,44.0,254.026
49271,ESPORTSTMNT06_2778074,1,1.1615,0.0254357,-1373.0,1.0,0.0,1.0,2.0,0.0,0.0,0.2,0.49,0.504,3.1482,1.7422,-104.0,33.1024,-11.0,273.683
14662,ESPORTSTMNT01_3307762,1,0.8061,0.0842452,-747.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.493,0.521,3.1382,1.4971,-738.0,31.6699,17.0,242.649
31450,ESPORTSTMNT03_3116597,0,0.7941,-0.0598226,-4506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.498,0.478,3.4118,1.8529,-1995.0,30.4118,-51.0,194.035
13679,ESPORTSTMNT01_3304926,1,0.8398,0.134734,-327.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8,0.496,0.591,3.7636,1.804,-1107.0,34.1524,-17.0,263.409
21947,ESPORTSTMNT02_3156083,1,0.494,0.0380999,-1681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.504,0.5,0.0,2.371,-707.0,34.6762,-36.0,241.502
38626,ESPORTSTMNT03_3127325,0,0.9513,-0.163333,-3260.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.518,0.443,2.9852,2.1651,-271.0,34.0186,12.0,197.078
20194,ESPORTSTMNT02_3151375,1,0.5527,0.0233996,876.0,1.0,1.0,1.0,5.0,1.0,0.0,0.4,0.493,0.483,0.0,2.0266,541.0,32.4258,-13.0,249.672
13534,ESPORTSTMNT01_3303961,0,0.5426,-0.0931009,-756.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25,0.484,0.485,3.8617,1.5638,-837.0,33.5745,-3.0,198.76
20687,ESPORTSTMNT02_3153529,1,0.6742,0.0709492,164.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.514,0.557,0.0,1.5506,361.0,35.8989,44.0,259.389
15790,ESPORTSTMNT01_3310502,1,0.4994,0.0360661,2616.0,1.0,1.0,1.0,6.0,1.0,0.0,0.75,0.514,0.568,2.9967,1.6315,1304.0,36.0932,13.0,252.493
31594,ESPORTSTMNT03_3116676,0,0.6122,-0.029154,-148.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.491,0.422,3.3367,1.7143,735.0,31.6837,-20.0,184.708
45179,ESPORTSTMNT06_2773972,0,0.7858,-0.110355,86.0,1.0,1.0,0.0,7.0,0.0,1.0,0.2,0.504,0.354,3.2373,1.0058,370.0,31.9329,2.0,198.745
54814,ESPORTSTMNT05_3222225,1,0.8709,0.077635,135.0,0.0,1.0,1.0,7.0,1.0,1.0,0.6,0.514,0.41,3.003,1.3514,1295.0,30.961,-6.0,252.493
4618,ESPORTSTMNT03_3090562,0,0.7476,-0.154671,-3534.0,0.0,0.0,0.0,3.0,0.0,1.0,0.6,0.507,0.391,3.1528,2.0802,-1549.0,32.7952,16.0,194.301
23867,ESPORTSTMNT02_3158788,0,0.4131,-0.123546,-4620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.488,0.329,0.0,1.9068,-2427.0,31.8114,-66.0,171.439
37703,ESPORTSTMNT03_3128016,1,0.842,0.100964,52.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.514,0.524,3.1497,1.5904,378.0,33.1185,11.0,254.906
9851,ESPORTSTMNT03_3099594,0,0.5888,-0.0859211,-1122.0,1.0,0.0,0.0,4.0,1.0,1.0,0.4,0.481,0.486,3.9979,1.4876,235.0,32.4174,-10.0,177.88
54779,ESPORTSTMNT05_3221222,0,0.7104,-0.112927,-2358.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.49,0.505,3.2264,1.8056,-1570.0,31.3468,-2.0,184.535
15227,ESPORTSTMNT01_3309058,1,0.5754,0.0862592,3066.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.521,0.508,4.1556,1.9499,1426.0,33.8519,23.0,232.999
56519,ESPORTSTMNT05_3222495,1,1.2753,0.0651879,3922.0,0.0,1.0,1.0,7.0,0.0,1.0,0.8,0.497,0.58,3.3281,1.3686,347.0,33.0327,28.0,302.432
14254,ESPORTSTMNT01_3308381,1,0.6064,0.182288,1514.0,0.0,1.0,1.0,6.0,1.0,0.0,0.5,0.502,0.606,4.2448,1.9876,729.0,36.4851,0.0,255.78
44519,ESPORTSTMNT06_2774912,0,0.7551,-0.0235883,740.0,1.0,0.0,1.0,5.0,0.0,1.0,0.8,0.5,0.445,3.7754,1.2488,699.0,30.5518,-29.0,204.43
4607,ESPORTSTMNT03_3089607,0,0.581,-0.222331,-3249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.429,3.6471,1.5492,-419.0,32.9855,7.0,178.347
44518,ESPORTSTMNT06_2774912,1,0.7551,0.0235883,-740.0,0.0,1.0,0.0,6.0,1.0,0.0,0.2,0.5,0.555,3.1365,1.8006,-699.0,31.8587,29.0,240.25
11518,ESPORTSTMNT03_3102090,1,0.5684,0.180951,5739.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,0.492,0.604,3.4421,1.7368,1666.0,33.5684,7.0,258.543
19175,ESPORTSTMNT02_3150959,1,0.5763,0.0876469,951.0,1.0,1.0,1.0,3.0,0.0,1.0,0.75,0.515,0.569,0.0,1.5932,-88.0,35.661,14.0,256.868
20807,ESPORTSTMNT02_3152568,1,0.2818,0.140341,673.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.496,0.541,0.0,1.5971,287.0,32.6305,-18.0,242.987
49450,ESPORTSTMNT06_2777123,1,1.1611,0.0266339,-4138.0,0.0,0.0,1.0,6.0,0.0,0.0,0.75,0.478,0.523,4.2124,1.4581,-702.0,29.0549,-35.0,256.455
5231,ESPORTSTMNT02_3141821,0,0.524,-0.14065,-6443.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.488,0.454,3.1769,2.5218,-2057.0,33.6681,-3.0,202.107
21946,ESPORTSTMNT02_3156083,0,0.494,-0.0380999,1681.0,0.0,1.0,1.0,6.0,1.0,0.0,0.75,0.496,0.5,0.0,2.0417,707.0,34.2481,36.0,195.563
25978,ESPORTSTMNT02_3165238,1,0.7034,0.0397239,203.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.514,0.543,0.0,1.3456,456.0,32.4465,-9.0,237.927
14255,ESPORTSTMNT01_3308381,0,0.6064,-0.182288,-1514.0,1.0,0.0,0.0,3.0,0.0,1.0,0.5,0.498,0.394,3.2004,1.5834,-729.0,33.6889,0.0,192.472
30923,ESPORTSTMNT03_3115330,0,0.7154,-0.0310195,-884.0,1.0,0.0,0.0,3.0,0.0,0.0,0.2,0.526,0.412,3.4873,1.4903,-355.0,30.2832,-19.0,192.03
56398,ESPORTSTMNT05_3220418,1,1.7997,0.0191649,1992.0,1.0,1.0,1.0,8.0,1.0,0.0,0.8,0.5,0.549,2.7965,1.2183,746.0,30.0415,17.0,288.808
27070,ESPORTSTMNT02_3163865,1,0.2399,0.0870311,1533.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.508,0.539,0.0,2.056,912.0,34.9515,36.0,230.481
43475,ESPORTSTMNT01_3325832,0,0.6718,-0.0975362,-1504.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.485,0.508,3.6064,1.8385,-689.0,37.0536,-11.0,204.445
45178,ESPORTSTMNT06_2773972,1,0.7858,0.110355,-86.0,0.0,0.0,1.0,5.0,1.0,0.0,0.8,0.496,0.646,3.3316,1.6029,-370.0,35.296,-2.0,291.03
56399,ESPORTSTMNT05_3220418,0,1.7997,-0.0191649,-1992.0,0.0,0.0,0.0,3.0,0.0,1.0,0.2,0.5,0.451,3.2672,1.1629,-746.0,28.8786,-17.0,262.461
39706,ESPORTSTMNT06_2774623,1,0.497,0.0855314,2653.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.504,0.652,3.1474,1.1927,-243.0,36.4108,11.0,247.368
38182,ESPORTSTMNT06_2773457,1,0.423,0.0172443,2545.0,1.0,1.0,1.0,7.0,1.0,1.0,0.75,0.516,0.477,3.5605,1.3043,1885.0,34.8649,6.0,236.27
