,gameid,result,ckpm,gspd,golddiffat15,firstblood,firsttower,firsttothreetowers,turretplates,firstherald,firstdragon,dragons,minionkills,monsterkills,wpm,wcpm,gd10,cspm,csd10,egpm
11302,ESPORTSTMNT03_3099980,0,0.4223,-0.0962783,-877.0,0.0,0.0,1.0,3.0,1.0,1.0,0.833,0.481,0.558,4.0387,1.795,-87.0,32.4417,2.0,207.236
15646,ESPORTSTMNT01_3311377,1,0.3605,0.116043,507.0,1.0,1.0,1.0,4.0,1.0,0.0,0.667,0.493,0.567,3.0644,1.5451,542.0,32.9356,1.0,248.024
19775,ESPORTSTMNT02_3152188,1,0.4871,0.17509,1446.0,1.0,0.0,1.0,3.0,0.0,0.0,0.6,0.513,0.607,0.0,1.8052,944.0,36.9341,-5.0,256.923
23771,ESPORTSTMNT02_3157736,1,0.8671,0.0686121,574.0,0.0,0.0,1.0,5.0,0.0,0.0,0.6,0.506,0.636,0.0,1.7063,-264.0,36.2238,4.0,278.624
11471,ESPORTSTMNT03_3103038,0,0.4486,-0.0940931,-2055.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.494,0.447,3.8131,1.8505,-687.0,33.729,-30.0,185.664
2303,ESPORTSTMNT04_2664171,1,0.4665,0.0741358,2778.0,1.0,1.0,0.0,3.0,1.0,1.0,0.667,0.486,0.451,3.8618,1.9957,567.0,31.6458,-14.0,246.962
5914,ESPORTSTMNT02_3139949,0,0.8479,0.00233725,2919.0,1.0,1.0,1.0,7.0,1.0,0.0,0.333,0.522,0.511,2.793,2.3192,2045.0,30.4239,28.0,211.731
43679,ESPORTSTMNT01_3326924,0,0.9247,-0.0125786,1136.0,1.0,0.0,0.0,4.0,1.0,1.0,0.667,0.498,0.514,4.5178,1.8494,1817.0,33.2365,30.0,227.72
21730,ESPORTSTMNT02_3154050,0,1.0649,-0.049788,1125.0,0.0,1.0,1.0,3.0,1.0,0.0,0.4,0.488,0.466,0.0,1.4286,1594.0,31.6364,36.0,230.187
43439,ESPORTSTMNT01_3325814,1,0.8638,0.0838637,143.0,0.0,1.0,1.0,6.0,1.0,1.0,0.8,0.509,0.562,3.332,1.703,-461.0,31.7894,6.0,242.572
14867,ESPORTSTMNT01_3308842,0,0.5063,-0.090535,1107.0,1.0,1.0,1.0,5.0,1.0,1.0,0.5,0.496,0.386,3.2152,1.8734,916.0,30.2532,-13.0,196.603
30358,ESPORTSTMNT03_3116064,1,0.8274,0.160294,6945.0,1.0,1.0,1.0,8.0,1.0,1.0,0.8,0.491,0.553,4.5374,2.0285,2809.0,32.9359,18.0,269.418
29675,ESPORTSTMNT03_3112838,0,0.8936,-0.137567,-980.0,0.0,1.0,0.0,5.0,1.0,0.0,0.333,0.483,0.43,3.6268,1.7608,-206.0,31.5112,-19.0,203.595
56554,ESPORTSTMNT05_3220513,0,0.7341,-0.0547315,-411.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2,0.504,0.411,3.2471,1.6376,-1114.0,33.3741,-24.0,224.962
56507,ESPORTSTMNT05_3223181,1,1.054,0.150802,581.0,1.0,1.0,0.0,4.0,0.0,1.0,0.833,0.532,0.566,3.0303,1.5283,393.0,32.6219,3.0,280.111
21790,ESPORTSTMNT02_3155063,0,0.5684,0.157511,-364.0,0.0,1.0,0.0,4.0,1.0,1.0,0.571,0.482,0.542,0.0,2.3191,-2365.0,28.9428,-22.0,212.208
25786,ESPORTSTMNT02_3163043,0,0.9251,-0.0246093,1610.0,0.0,1.0,1.0,8.0,1.0,1.0,0.667,0.492,0.477,0.0,1.8758,1035.0,31.5032,19.0,226.397
37559,ESPORTSTMNT03_3124934,0,0.6542,-0.132947,-1560.0,0.0,0.0,0.0,5.0,1.0,0.0,0.2,0.502,0.489,2.7998,1.9887,-1248.0,31.7662,6.0,186.803
2314,ESPORTSTMNT04_2663193,1,0.4,-0.0637803,1734.0,0.0,1.0,1.0,3.0,1.0,0.0,0.75,0.509,0.544,3.4286,2.2857,106.0,34.5429,17.0,214.663
36574,ESPORTSTMNT06_2775338,1,0.655,0.0587615,354.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,0.483,0.523,3.4741,1.9364,776.0,35.14,-16.0,255.184
44722,ESPORTSTMNT06_2775898,0,0.7949,-0.00699915,1293.0,1.0,1.0,1.0,4.0,1.0,1.0,0.333,0.501,0.464,3.6455,1.4253,155.0,32.6176,3.0,216.954
42215,ESPORTSTMNT01_3326454,0,0.6027,-0.110622,1713.0,0.0,1.0,1.0,8.0,0.0,1.0,0.286,0.501,0.446,3.8088,1.6874,1560.0,29.1924,15.0,181.037
44723,ESPORTSTMNT06_2775898,1,0.7949,0.00699915,-1293.0,0.0,0.0,0.0,2.0,0.0,0.0,0.667,0.499,0.536,3.2892,1.5624,-155.0,33.3851,-3.0,250.383
10510,ESPORTSTMNT03_3098932,1,0.7902,0.0781384,2086.0,1.0,0.0,0.0,5.0,0.0,0.0,0.2,0.513,0.443,3.8982,1.3169,2225.0,31.2643,8.0,261.134
42214,ESPORTSTMNT01_3326454,1,0.6027,0.110622,-1713.0,1.0,0.0,0.0,3.0,1.0,0.0,0.714,0.499,0.554,3.3266,1.9044,-1560.0,30.3978,-15.0,246.595
43318,ESPORTSTMNT01_3324855,1,0.6438,-0.0274859,516.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.512,0.473,3.2687,2.501,1632.0,29.7895,-11.0,210.136
37558,ESPORTSTMNT03_3124934,1,0.6542,0.132947,1560.0,1.0,1.0,1.0,6.0,0.0,1.0,0.8,0.498,0.511,4.1867,1.7532,1248.0,31.8709,-6.0,254.13
48527,ESPORTSTMNT06_2777051,0,0.6755,-0.0510326,-976.0,1.0,0.0,0.0,2.0,0.0,1.0,0.667,0.493,0.475,3.1363,1.4234,-579.0,29.1677,-19.0,206.47
14758,ESPORTSTMNT01_3308783,0,0.7933,-0.0805179,700.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.502,0.463,4.0987,2.3535,498.0,31.1503,-2.0,193.84
26051,ESPORTSTMNT02_3163394,1,0.8423,0.232257,5547.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.51,0.605,0.0,1.7969,2274.0,34.8432,14.0,276.129
37798,ESPORTSTMNT03_3128023,0,0.8368,-0.0776272,1696.0,1.0,1.0,1.0,3.0,0.0,1.0,0.667,0.492,0.511,3.5193,1.895,1173.0,30.443,2.0,207.15
41290,ESPORTSTMNT01_3325205,0,0.6369,-0.175553,-1058.0,0.0,1.0,1.0,6.0,1.0,0.0,0.167,0.477,0.427,4.2548,2.2166,629.0,30.4713,5.0,195.139
42623,ESPORTSTMNT01_3324646,1,0.797,0.0242151,-1833.0,1.0,0.0,0.0,4.0,0.0,1.0,0.6,0.482,0.522,3.1309,1.7647,215.0,34.4687,-8.0,261.996
44614,ESPORTSTMNT06_2774934,0,1.1075,-0.0852871,-1943.0,0.0,1.0,0.0,7.0,1.0,0.0,0.333,0.511,0.435,2.8056,1.7966,-3782.0,29.8523,-41.0,208.907
8855,ESPORTSTMNT03_3100173,1,0.5864,0.104322,-2091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.515,0.531,3.3585,1.6793,-837.0,32.5189,-30.0,244.201
23770,ESPORTSTMNT02_3157736,0,0.8671,-0.0686121,-574.0,1.0,1.0,0.0,3.0,1.0,1.0,0.4,0.494,0.364,0.0,1.2867,264.0,32.1678,-4.0,201.466
25271,ESPORTSTMNT02_3162683,1,0.529,0.165834,2505.0,1.0,1.0,1.0,6.0,1.0,1.0,0.8,0.501,0.542,0.0,1.4478,386.0,33.9397,13.0,270.983
56555,ESPORTSTMNT05_3220513,1,0.7341,0.0547315,411.0,1.0,1.0,1.0,7.0,1.0,1.0,0.8,0.496,0.589,3.0494,1.5529,1114.0,35.1247,24.0,266.106
29759,ESPORTSTMNT03_3113903,1,0.5415,0.0238527,-2399.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,0.492,0.489,3.6823,1.4621,-755.0,32.6534,22.0,235.17
38086,ESPORTSTMNT06_2775434,0,0.6398,-0.0153659,3089.0,1.0,1.0,1.0,4.0,1.0,0.0,0.333,0.492,0.475,2.9764,2.4478,1415.0,33.6579,1.0,200.017
25270,ESPORTSTMNT02_3162683,0,0.529,-0.165834,-2505.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.499,0.458,0.0,1.4478,-386.0,32.8817,-13.0,192.0
35111,ESPORTSTMNT03_3120564,0,0.4213,-0.125578,-1733.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.503,0.464,3.3427,1.2079,-923.0,33.4831,-15.0,187.331
11398,ESPORTSTMNT03_3103007,0,0.5444,-0.0704467,-5173.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.517,0.468,3.1519,1.8625,-3114.0,33.8682,-14.0,206.527
25679,ESPORTSTMNT02_3160991,0,0.7945,-0.117089,2494.0,1.0,1.0,1.0,8.0,1.0,1.0,0.6,0.512,0.412,0.0,2.3562,1819.0,31.6438,29.0,204.329
10403,ESPORTSTMNT01_3301190,0,0.9472,-0.101946,-2196.0,1.0,0.0,0.0,5.0,0.0,1.0,0.2,0.482,0.457,4.3872,1.8197,603.0,29.2148,-26.0,206.936
45046,ESPORTSTMNT06_2773955,0,1.1243,-0.0564071,816.0,0.0,1.0,0.0,8.0,1.0,0.0,0.4,0.51,0.397,3.3181,1.7002,-156.0,32.0567,2.0,233.391
8314,ESPORTSTMNT03_3095781,1,0.515,0.213121,948.0,0.0,1.0,0.0,5.0,0.0,0.0,0.5,0.527,0.62,3.5193,1.9456,-863.0,36.166,23.0,262.215
13642,ESPORTSTMNT01_3304899,1,0.6373,0.0586223,137.0,1.0,1.0,1.0,6.0,1.0,1.0,0.8,0.491,0.552,4.3096,1.6995,1277.0,36.783,17.0,263.636
14759,ESPORTSTMNT01_3308783,1,0.7933,0.0805179,-700.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.498,0.537,3.9929,2.1419,-498.0,31.732,2.0,252.867
19211,ESPORTSTMNT02_3151024,0,0.7966,0.00367126,253.0,1.0,1.0,1.0,6.0,0.0,0.0,0.4,0.508,0.562,0.0,2.1337,-670.0,34.5946,6.0,220.353
6575,ESPORTSTMNT03_3093557,1,0.742,0.0571822,146.0,0.0,0.0,0.0,5.0,0.0,0.0,0.4,0.483,0.523,3.4187,1.6166,-853.0,32.3587,0.0,244.261
9826,ESPORTSTMNT03_3100615,1,0.6878,0.0438672,811.0,1.0,1.0,1.0,3.0,0.0,0.0,0.6,0.501,0.614,4.1265,2.2834,180.0,34.2228,-1.0,251.29
43199,ESPORTSTMNT01_3325730,0,1.0304,-0.0348814,-1980.0,0.0,1.0,0.0,7.0,1.0,0.0,0.5,0.501,0.521,3.8838,1.2946,-271.0,32.391,-5.0,211.271
26015,ESPORTSTMNT02_3163371,0,0.6014,0.0549753,12.0,0.0,1.0,1.0,3.0,1.0,0.0,0.5,0.484,0.512,0.0,1.5397,687.0,29.3504,27.0,201.926
20122,ESPORTSTMNT02_3152336,0,0.6471,-0.110374,1564.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.5,0.445,0.0,1.7059,902.0,34.7647,-10.0,200.459
20123,ESPORTSTMNT02_3152336,1,0.6471,0.110374,-1564.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.5,0.555,0.0,2.3529,-902.0,36.2353,10.0,265.465
9827,ESPORTSTMNT03_3100615,0,0.6878,-0.0438672,-811.0,0.0,0.0,0.0,3.0,1.0,1.0,0.4,0.499,0.386,4.6768,2.2558,-180.0,31.4443,1.0,193.563
21887,ESPORTSTMNT02_3154086,1,0.4253,0.0988918,-164.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.52,0.533,0.0,1.8532,705.0,36.3646,0.0,237.965
6082,ESPORTSTMNT03_3092329,1,0.4033,0.119243,-370.0,1.0,1.0,1.0,4.0,1.0,1.0,0.75,0.513,0.471,3.7849,2.9783,-315.0,36.1117,-1.0,254.507
35110,ESPORTSTMNT03_3120564,1,0.4213,0.125578,1733.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.497,0.536,3.0618,2.0787,923.0,34.073,15.0,257.107
43198,ESPORTSTMNT01_3325730,1,1.0304,0.0348814,1980.0,1.0,0.0,1.0,5.0,0.0,1.0,0.5,0.499,0.479,2.5099,1.7966,271.0,31.7305,5.0,261.707
6022,ESPORTSTMNT03_3093250,0,0.4444,-0.0203444,-2416.0,0.0,0.0,1.0,2.0,0.0,1.0,0.4,0.504,0.465,3.3611,1.6667,-1227.0,32.5278,12.0,209.611
43438,ESPORTSTMNT01_3325814,0,0.8638,-0.0838637,-143.0,1.0,0.0,0.0,5.0,0.0,0.0,0.2,0.491,0.438,3.2086,1.2834,461.0,29.3953,-6.0,197.943
43859,ESPORTSTMNT06_2775833,0,1.1467,-0.121493,-1300.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.511,0.424,3.3067,1.68,-1194.0,30.56,18.0,197.243
30767,ESPORTSTMNT03_3116266,1,0.4709,0.141745,1981.0,1.0,1.0,1.0,3.0,1.0,0.0,0.75,0.525,0.517,3.4641,2.6906,-322.0,40.0561,-29.0,273.491
34991,ESPORTSTMNT03_3122530,0,0.5092,-0.0101809,-1406.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0.51,0.581,3.4748,2.3065,-1101.0,35.7963,2.0,209.326
1222,ESPORTSTMNT04_2660040,1,0.8326,0.0742594,905.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4,0.509,0.5,3.691,1.9981,-910.0,32.5809,2.0,257.106
4606,ESPORTSTMNT03_3089607,1,0.581,0.222331,3249.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.528,0.571,3.0016,2.4852,419.0,37.9882,-7.0,280.26
18526,ESPORTSTMNT02_3150633,1,0.7924,0.160338,-1374.0,1.0,0.0,0.0,6.0,1.0,0.0,0.75,0.541,0.548,0.0,2.7892,-490.0,36.6403,7.0,285.686
31498,ESPORTSTMNT03_3115657,0,0.3707,-0.0242738,610.0,0.0,0.0,1.0,2.0,1.0,0.0,0.2,0.505,0.498,3.4791,2.3384,-443.0,33.7928,-22.0,193.797
40822,ESPORTSTMNT01_3326046,0,0.626,-0.0833879,-1718.0,1.0,0.0,0.0,4.0,0.0,1.0,0.2,0.485,0.487,3.5994,2.0031,-1946.0,36.4945,-7.0,216.326
2315,ESPORTSTMNT04_2663193,0,0.4,0.0637803,-1734.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.491,0.456,3.6857,1.8,-106.0,32.5429,-17.0,198.057
19774,ESPORTSTMNT02_3152188,0,0.4871,-0.17509,-1446.0,0.0,1.0,0.0,6.0,1.0,1.0,0.4,0.487,0.393,0.0,1.3467,-944.0,32.6648,5.0,173.668
49163,ESPORTSTMNT06_2777097,1,0.7582,0.0340934,-755.0,1.0,0.0,1.0,5.0,0.0,1.0,0.8,0.453,0.645,3.0581,1.5417,988.0,31.4153,-20.0,247.132
2747,ESPORTSTMNT04_2663232,0,0.6945,-0.237735,-3813.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.482,0.413,3.08,1.1173,-1464.0,33.7896,-17.0,200.286
6023,ESPORTSTMNT03_3093250,1,0.4444,0.0203444,2416.0,1.0,1.0,0.0,5.0,1.0,0.0,0.6,0.496,0.535,3.6389,1.75,1227.0,32.9444,-12.0,227.144
14123,ESPORTSTMNT01_3306459,0,0.6467,-0.142482,818.0,0.0,1.0,1.0,6.0,1.0,1.0,0.333,0.508,0.455,3.5708,2.3618,65.0,32.2774,14.0,188.716
16642,ESPORTSTMNT01_3310923,1,0.547,0.095665,1425.0,1.0,1.0,1.0,3.0,0.0,0.0,0.5,0.52,0.504,3.5701,1.8714,829.0,32.6775,31.0,236.297
5447,ESPORTSTMNT03_3090903,1,0.5252,0.106669,2294.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.513,0.493,4.6608,1.9037,708.0,36.302,21.0,253.142
49414,ESPORTSTMNT06_2778084,1,0.6894,0.182749,3506.0,1.0,1.0,1.0,10.0,0.0,1.0,0.5,0.503,0.559,2.8851,1.9915,539.0,30.7149,22.0,245.867
42586,ESPORTSTMNT01_3324628,0,0.5698,-0.050711,-2296.0,0.0,0.0,0.0,2.0,1.0,0.0,0.2,0.479,0.532,2.9345,1.4245,-978.0,33.5897,-21.0,192.359
26050,ESPORTSTMNT02_3163394,0,0.8423,-0.232257,-5547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.395,0.0,1.6285,-2274.0,31.3056,-14.0,189.428
14290,ESPORTSTMNT01_3306514,0,0.6844,-0.0756235,-2303.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.48,0.403,3.6217,1.5684,-410.0,31.5114,2.0,225.998
19210,ESPORTSTMNT02_3151024,1,0.7966,-0.00367126,-253.0,0.0,0.0,0.0,5.0,1.0,1.0,0.6,0.492,0.438,0.0,2.0199,670.0,32.2048,-6.0,247.972
31414,ESPORTSTMNT03_3114599,0,0.4788,-0.121507,-2743.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.507,0.554,3.8304,1.4065,-1432.0,35.7007,-1.0,193.7
1186,ESPORTSTMNT04_2661035,1,0.5804,0.0911271,1287.0,1.0,0.0,1.0,3.0,0.0,0.0,0.4,0.504,0.52,3.7034,1.2437,771.0,32.059,-21.0,238.497
1510,ESPORTSTMNT04_2664031,0,0.6272,-0.137458,-389.0,1.0,0.0,0.0,5.0,0.0,0.0,0.25,0.514,0.462,2.8671,1.1648,1672.0,33.4495,22.0,199.61
25318,ESPORTSTMNT02_3162712,1,0.5268,0.0588235,521.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.507,0.491,0.0,1.5277,588.0,30.0,7.0,228.327
43498,ESPORTSTMNT01_3325855,1,0.7953,0.0717206,-2892.0,1.0,0.0,1.0,2.0,0.0,0.0,0.25,0.501,0.532,3.6585,1.8134,27.0,36.7126,-7.0,267.13
19822,ESPORTSTMNT02_3152211,1,0.8359,0.0773611,-337.0,0.0,1.0,1.0,4.0,0.0,1.0,0.8,0.474,0.537,0.0,2.0897,-437.0,30.7706,-3.0,256.989
31499,ESPORTSTMNT03_3115657,1,0.3707,0.0242738,-610.0,1.0,1.0,0.0,3.0,0.0,1.0,0.8,0.495,0.502,4.4772,1.9106,443.0,33.308,22.0,224.378
43319,ESPORTSTMNT01_3324855,0,0.6438,0.0274859,-516.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,0.488,0.527,4.1106,1.5848,-1632.0,29.1952,11.0,195.739
49210,ESPORTSTMNT06_2778069,1,0.844,0.0293142,331.0,0.0,1.0,1.0,4.0,0.0,1.0,0.8,0.518,0.575,3.1385,1.5297,-625.0,31.9648,12.0,247.923
10511,ESPORTSTMNT03_3098932,0,0.7902,-0.0781384,-2086.0,0.0,1.0,1.0,2.0,1.0,1.0,0.8,0.487,0.557,3.0553,2.1335,-2225.0,31.2643,-8.0,222.906
37655,ESPORTSTMNT03_3127022,1,0.468,0.201243,698.0,1.0,1.0,1.0,3.0,1.0,0.0,0.75,0.513,0.518,3.6505,2.1529,98.0,35.5382,-3.0,257.803
44615,ESPORTSTMNT06_2774934,1,1.1075,0.0852871,1943.0,1.0,0.0,1.0,7.0,0.0,1.0,0.667,0.489,0.565,3.3224,1.329,3782.0,30.443,41.0,266.545
43547,ESPORTSTMNT01_3325862,0,0.9471,-0.105304,-1472.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.514,0.469,3.9932,1.3311,1366.0,29.5137,-3.0,195.573
45047,ESPORTSTMNT06_2773955,1,1.1243,0.0564071,-816.0,1.0,0.0,1.0,3.0,0.0,1.0,0.6,0.49,0.603,3.2084,1.6728,156.0,33.6472,-2.0,273.669
41723,ESPORTSTMNT01_3325340,1,0.6253,0.0456134,-471.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.479,0.564,3.9305,2.3821,-2079.0,34.5707,-42.0,255.508
42718,ESPORTSTMNT01_3324649,0,0.5924,-0.0529236,-19.0,0.0,0.0,0.0,4.0,1.0,1.0,0.4,0.481,0.472,3.3286,2.2003,254.0,32.299,-3.0,195.616
43499,ESPORTSTMNT01_3325855,0,0.7953,-0.0717206,2892.0,0.0,1.0,0.0,6.0,1.0,1.0,0.75,0.499,0.468,3.8494,1.8134,-27.0,35.7582,7.0,222.579
49415,ESPORTSTMNT06_2778084,0,0.6894,-0.182749,-3506.0,0.0,0.0,0.0,5.0,1.0,0.0,0.5,0.497,0.441,4.0851,1.5319,-539.0,29.1064,-22.0,179.331
41590,ESPORTSTMNT01_3325316,0,0.6171,-0.129483,-296.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.481,0.442,3.9271,1.683,-1046.0,32.0337,-27.0,197.621
25678,ESPORTSTMNT02_3160991,1,0.7945,0.117089,-2494.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.488,0.588,0.0,1.863,-1819.0,32.3836,-29.0,256.932
49451,ESPORTSTMNT06_2777123,0,1.1611,-0.0266339,4138.0,1.0,1.0,0.0,5.0,1.0,1.0,0.25,0.522,0.477,3.5104,1.5662,702.0,30.6481,35.0,224.02
2278,ESPORTSTMNT04_2664153,1,0.7044,0.234915,2776.0,1.0,1.0,1.0,6.0,1.0,0.0,0.8,0.511,0.557,2.7871,1.6539,1723.0,35.3752,8.0,266.322
20711,ESPORTSTMNT02_3152523,1,0.5769,0.12513,940.0,1.0,0.0,0.0,2.0,0.0,1.0,0.6,0.5,0.572,0.0,1.3968,-663.0,35.0101,2.0,266.283
44591,ESPORTSTMNT06_2775881,0,0.7139,-0.0629523,234.0,0.0,0.0,0.0,2.0,0.0,1.0,0.2,0.514,0.54,3.0271,1.3422,115.0,33.2984,26.0,193.554
20710,ESPORTSTMNT02_3152523,0,0.5769,-0.12513,-940.0,0.0,1.0,1.0,5.0,1.0,0.0,0.4,0.5,0.428,0.0,1.1842,663.0,33.3401,-2.0,179.016
38566,ESPORTSTMNT03_3127306,0,0.5268,-0.0610366,-91.0,0.0,1.0,0.0,3.0,0.0,0.0,0.167,0.501,0.51,3.8191,1.8701,-799.0,31.4486,30.0,182.592
9850,ESPORTSTMNT03_3099594,1,0.5888,0.0859211,1122.0,0.0,1.0,1.0,3.0,0.0,0.0,0.6,0.519,0.514,3.5021,2.2314,-235.0,34.8967,10.0,232.413
2735,ESPORTSTMNT04_2665209,1,0.5898,0.0475303,506.0,1.0,0.0,1.0,2.0,0.0,1.0,0.75,0.501,0.539,2.6694,1.3968,601.0,35.0129,-6.0,233.128
8254,ESPORTSTMNT03_3097664,1,0.2522,0.101254,436.0,1.0,1.0,1.0,4.0,0.0,1.0,0.75,0.501,0.541,4.1618,1.7656,-238.0,35.7541,-31.0,249.08
38567,ESPORTSTMNT03_3127306,1,0.5268,0.0610366,91.0,1.0,0.0,1.0,2.0,1.0,1.0,0.833,0.499,0.49,3.9245,2.1335,799.0,31.1326,-30.0,223.038
2758,ESPORTSTMNT04_2664219,1,0.456,0.152328,3078.0,1.0,1.0,1.0,5.0,1.0,0.0,0.75,0.506,0.592,2.899,1.8567,1557.0,36.6124,32.0,266.221
8759,ESPORTSTMNT03_3098196,1,0.435,0.00457666,132.0,1.0,0.0,0.0,3.0,0.0,1.0,0.5,0.501,0.503,3.2626,1.274,1586.0,34.8006,24.0,244.53
18610,ESPORTSTMNT02_3148704,0,0.5457,-0.0657324,-4141.0,0.0,0.0,0.0,2.0,1.0,0.0,0.6,0.477,0.385,0.0,1.8095,-1533.0,31.5941,-31.0,194.539
2734,ESPORTSTMNT04_2665209,0,0.5898,-0.0475303,-506.0,0.0,1.0,0.0,3.0,1.0,0.0,0.25,0.499,0.461,2.7625,1.4278,-601.0,34.0817,6.0,204.596
39094,ESPORTSTMNT06_2774534,1,0.7862,0.0630137,2831.0,0.0,1.0,1.0,7.0,1.0,0.0,0.75,0.506,0.584,3.6164,1.1635,701.0,36.4465,43.0,270.541
1187,ESPORTSTMNT04_2661035,0,0.5804,-0.0911271,-1287.0,0.0,1.0,0.0,3.0,1.0,1.0,0.6,0.496,0.48,2.4873,1.3819,-771.0,31.1746,21.0,189.573
1534,ESPORTSTMNT04_2665040,1,0.5298,0.0295917,-511.0,0.0,1.0,1.0,2.0,0.0,1.0,0.75,0.511,0.521,3.2119,2.0199,-837.0,36.5232,8.0,251.695
8255,ESPORTSTMNT03_3097664,0,0.2522,-0.101254,-436.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25,0.499,0.459,2.9637,1.6395,238.0,34.6821,31.0,187.479
1223,ESPORTSTMNT04_2660040,0,0.8326,-0.0742594,-905.0,1.0,0.0,0.0,3.0,1.0,1.0,0.6,0.491,0.5,4.1906,1.6651,910.0,31.5819,-2.0,204.316
4150,ESPORTSTMNT03_3089368,0,0.4386,-0.0580501,-1799.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.507,0.396,3.3838,2.5065,-580.0,33.6501,-12.0,182.676
8854,ESPORTSTMNT03_3100173,0,0.5864,-0.104322,2091.0,1.0,1.0,1.0,5.0,1.0,1.0,0.333,0.485,0.469,3.3319,1.3861,837.0,30.2532,30.0,190.06
43858,ESPORTSTMNT06_2775833,1,1.1467,0.121493,1300.0,1.0,1.0,1.0,4.0,1.0,1.0,0.8,0.489,0.576,4.1333,1.7333,1194.0,31.1733,-18.0,255.813
8758,ESPORTSTMNT03_3098196,0,0.435,-0.00457666,-132.0,0.0,1.0,1.0,6.0,1.0,0.0,0.5,0.499,0.497,2.6722,1.709,-1586.0,34.5831,-24.0,209.158
13535,ESPORTSTMNT01_3303961,1,0.5426,0.0931009,756.0,1.0,1.0,1.0,4.0,0.0,1.0,0.75,0.516,0.515,3.4149,2.0106,837.0,35.8085,3.0,256.398
34990,ESPORTSTMNT03_3122530,1,0.5092,0.0101809,1406.0,1.0,0.0,1.0,5.0,1.0,1.0,0.8,0.49,0.419,4.4034,2.0669,1101.0,32.7708,-2.0,242.63
6083,ESPORTSTMNT03_3092329,0,0.4033,-0.119243,370.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.487,0.529,4.7777,1.8614,315.0,35.3051,1.0,197.733
14122,ESPORTSTMNT01_3306459,1,0.6467,0.142482,-818.0,1.0,0.0,0.0,3.0,0.0,0.0,0.667,0.492,0.545,4.836,2.0244,-65.0,32.5023,-14.0,252.787
25378,ESPORTSTMNT02_3160853,0,0.5981,0.0117832,-2436.0,0.0,1.0,0.0,3.0,0.0,0.0,0.2,0.509,0.499,0.0,1.3865,-134.0,30.5845,6.0,232.154
4163,ESPORTSTMNT03_3090319,0,0.5929,-0.164999,-1534.0,1.0,0.0,0.0,2.0,0.0,1.0,0.2,0.504,0.403,3.1423,1.5119,-817.0,32.1344,-28.0,190.067
9682,ESPORTSTMNT03_3098573,0,0.4909,-0.121466,371.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.506,0.447,2.8585,1.4437,613.0,31.6169,-1.0,178.597
9778,ESPORTSTMNT03_3098646,0,1.0122,0.0231897,-439.0,0.0,0.0,0.0,4.0,1.0,0.0,0.4,0.502,0.524,3.2615,2.418,-910.0,31.9119,9.0,233.859
31415,ESPORTSTMNT03_3114599,1,0.4788,0.121507,2743.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.493,0.446,3.591,1.9152,1432.0,33.5461,1.0,262.977
5915,ESPORTSTMNT02_3139949,1,0.8479,-0.00233725,-2919.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.478,0.489,4.2643,1.5461,-2045.0,28.1047,-28.0,232.903
