,gameid,result,ckpm,gspd,golddiffat15,firstblood,firsttower,firsttothreetowers,turretplates,firstherald,firstdragon,dragons,minionkills,monsterkills,wpm,wcpm,gd10,cspm,csd10,egpm
26422,ESPORTSTMNT02_3163551,1,0.9086,0.152778,865.0,0.0,1.0,1.0,4.0,0.0,0.0,0.75,0.518,0.533,0.0,2.5311,1183.0,33.2288,36.0,277.272
30695,ESPORTSTMNT02_3169507,1,0.8468,0.0856039,3038.0,0.0,1.0,1.0,9.0,1.0,0.0,0.4,0.505,0.505,0.0,1.8145,710.0,30.7863,13.0,245.129
39706,ESPORTSTMNT06_2774623,1,0.497,0.0855314,2653.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.504,0.652,3.1474,1.1927,-243.0,36.4108,11.0,247.368
51791,ESPORTSTMNT01_3337796,1,0.8483,-0.0711709,714.0,0.0,1.0,1.0,7.0,1.0,1.0,0.8,0.471,0.539,3.1385,1.7531,918.0,29.6607,4.0,255.517
54250,ESPORTSTMNT02_3187849,1,0.8451,0.161795,49.0,1.0,0.0,1.0,6.0,0.0,1.0,0.75,0.517,0.535,4.0953,1.9827,1987.0,34.4204,12.0,282.436
38182,ESPORTSTMNT06_2773457,1,0.423,0.0172443,2545.0,1.0,1.0,1.0,7.0,1.0,1.0,0.75,0.516,0.477,3.5605,1.3043,1885.0,34.8649,6.0,236.27
49534,ESPORTSTMNT06_2776133,0,1.0395,-0.0113686,-1117.0,1.0,0.0,0.0,4.0,1.0,0.0,0.333,0.517,0.488,2.974,1.2705,384.0,30.0577,-2.0,218.749
50602,ESPORTSTMNT01_3336261,1,0.6554,0.185756,2741.0,1.0,1.0,1.0,5.0,1.0,0.0,0.8,0.512,0.542,3.3097,1.7695,1815.0,34.047,15.0,259.445
54730,ESPORTSTMNT05_3221203,1,0.7564,0.0976873,1330.0,1.0,0.0,0.0,3.0,1.0,0.0,0.25,0.5,0.462,3.0257,1.18,100.0,30.8321,9.0,254.614
54731,ESPORTSTMNT05_3221203,0,0.7564,-0.0976873,-1330.0,0.0,1.0,1.0,3.0,0.0,1.0,0.75,0.5,0.538,2.4508,1.18,-100.0,31.649,-9.0,189.755
25210,ESPORTSTMNT02_3161695,1,0.8911,0.145683,1989.0,0.0,1.0,1.0,5.0,1.0,0.0,0.2,0.504,0.488,0.0,1.6931,1385.0,30.8614,19.0,254.269
38039,ESPORTSTMNT03_3127125,0,0.9768,-0.0599411,1935.0,0.0,0.0,1.0,4.0,1.0,0.0,0.4,0.519,0.535,3.7593,1.628,-975.0,31.7612,30.0,208.973
45490,ESPORTSTMNT03_3131908,1,0.6763,0.11854,973.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.514,0.534,3.285,1.8357,973.0,32.9469,26.0,228.786
43570,ESPORTSTMNT03_3131615,1,1.0011,0.120627,2398.0,1.0,1.0,1.0,4.0,0.0,0.0,0.25,0.514,0.506,2.97,1.8354,478.0,34.1713,35.0,263.973
5279,ESPORTSTMNT02_3140782,1,0.4435,0.00672454,-3284.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.49,0.512,3.7381,2.0591,-594.0,32.7878,-9.0,225.795
30478,ESPORTSTMNT03_3115173,0,0.7213,-0.170138,-1094.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25,0.481,0.465,4.3607,2.3279,-190.0,33.377,-26.0,181.016
8267,ESPORTSTMNT03_3096700,1,0.8494,0.0882263,1103.0,1.0,0.0,1.0,3.0,0.0,1.0,0.75,0.522,0.47,3.1937,1.6308,1497.0,33.6014,20.0,261.391
44470,ESPORTSTMNT03_3131763,0,0.7667,-0.155954,-2901.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.471,0.473,4.2026,1.9309,-2592.0,29.7302,-25.0,191.886
35950,ESPORTSTMNT03_3124152,0,0.7732,0.0173099,-289.0,1.0,0.0,1.0,3.0,1.0,0.0,0.6,0.47,0.529,4.1134,1.6082,796.0,33.0309,11.0,212.171
41663,ESPORTSTMNT01_3324352,1,0.493,0.238698,4373.0,1.0,1.0,1.0,5.0,1.0,0.0,0.75,0.521,0.62,3.0986,2.2887,994.0,37.993,25.0,273.239
4619,ESPORTSTMNT03_3090562,1,0.7476,0.154671,3534.0,1.0,1.0,1.0,4.0,1.0,0.0,0.4,0.493,0.609,4.0628,1.8527,1549.0,34.5829,-16.0,283.697
14147,ESPORTSTMNT01_3308368,0,0.58,-0.0930468,-1117.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.492,0.464,3.8024,1.3856,-1021.0,32.4812,3.0,184.344
35735,ESPORTSTMNT03_3123081,1,0.5405,0.296514,4787.0,1.0,1.0,1.0,8.0,1.0,0.0,0.75,0.508,0.64,2.9054,2.1284,1542.0,36.8243,25.0,272.642
11638,ESPORTSTMNT03_3101171,1,0.7483,0.198947,4163.0,1.0,1.0,1.0,7.0,0.0,1.0,0.5,0.527,0.502,2.6871,1.3946,1436.0,34.0816,26.0,288.728
25630,ESPORTSTMNT02_3161962,1,0.6448,0.28204,2838.0,1.0,1.0,1.0,3.0,1.0,1.0,0.75,0.519,0.667,0.0,1.9344,1265.0,36.6855,27.0,273.753
9419,ESPORTSTMNT01_3298902,0,0.6421,-0.15731,-4115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.507,0.345,2.5682,1.1236,-1245.0,31.0754,-1.0,185.111
30827,ESPORTSTMNT03_3116278,0,1.0275,-0.129102,-1605.0,1.0,0.0,0.0,5.0,0.0,1.0,0.6,0.512,0.475,3.5184,1.9616,-494.0,31.6347,13.0,197.766
42862,ESPORTSTMNT03_3130493,1,1.0405,0.154521,1452.0,1.0,0.0,1.0,3.0,1.0,0.0,0.5,0.484,0.582,3.4393,1.6185,586.0,31.2428,-7.0,271.399
6070,ESPORTSTMNT03_3093293,0,0.6804,-0.0683967,58.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.511,0.382,2.8454,1.5464,-1385.0,30.0928,-52.0,197.635
6586,ESPORTSTMNT03_3094541,1,0.4741,0.167794,-1394.0,0.0,0.0,1.0,4.0,1.0,0.0,0.6,0.489,0.529,3.1407,2.0444,-1637.0,31.1407,-43.0,250.975
11446,ESPORTSTMNT03_3103036,1,0.6783,0.187335,2470.0,0.0,1.0,0.0,5.0,1.0,0.0,0.8,0.496,0.646,3.2784,2.0066,660.0,31.0316,-4.0,246.625
18922,ESPORTSTMNT02_3148844,0,0.7527,-0.107139,-1749.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.486,0.466,0.0,1.9132,179.0,32.1798,-13.0,192.677
39046,ESPORTSTMNT06_2773526,0,0.8419,-0.172509,-4505.0,0.0,0.0,0.0,4.0,0.0,1.0,0.5,0.486,0.453,2.9466,1.4247,-3129.0,32.9304,-4.0,204.22
42779,ESPORTSTMNT01_3325624,1,0.625,0.105996,-1041.0,0.0,0.0,1.0,3.0,0.0,1.0,0.75,0.504,0.437,4.5139,1.9792,-602.0,34.3056,-28.0,256.069
45106,ESPORTSTMNT06_2773965,0,0.812,-0.0607989,1026.0,0.0,1.0,1.0,8.0,0.0,1.0,0.6,0.488,0.506,2.784,1.711,-18.0,30.2175,22.0,189.436
10366,ESPORTSTMNT01_3301178,0,0.7329,-0.174753,-5319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.482,0.42,2.7651,1.4325,-2297.0,32.8817,-50.0,197.49
15119,ESPORTSTMNT01_3310014,0,0.6627,-0.242084,-4683.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.482,0.444,3.4036,1.8976,-2756.0,30.2711,-9.0,153.38
20278,ESPORTSTMNT01_3315729,1,0.8856,0.109064,2663.0,1.0,1.0,1.0,7.0,1.0,0.0,0.333,0.517,0.569,2.4671,1.7396,2410.0,32.9257,45.0,269.465
40990,ESPORTSTMNT01_3326099,0,0.966,0.107745,-3205.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.489,0.434,2.8703,1.8491,-510.0,28.4269,-22.0,222.723
43367,ESPORTSTMNT01_3324865,0,0.793,-0.167621,-698.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.523,0.444,4.0308,1.7841,-909.0,33.0396,3.0,194.035
51767,ESPORTSTMNT01_3337783,1,0.6294,0.0464865,-181.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,0.519,0.563,4.5455,1.7832,227.0,36.1888,2.0,264.294
6143,ESPORTSTMNT03_3093316,0,0.7947,0.156092,2286.0,0.0,1.0,1.0,7.0,0.0,1.0,0.75,0.519,0.481,3.026,1.9562,1427.0,30.8711,28.0,236.228
15623,ESPORTSTMNT01_3310374,0,0.9403,-0.120526,-2288.0,1.0,0.0,1.0,7.0,0.0,1.0,0.2,0.513,0.468,2.73,1.365,-729.0,31.092,1.0,206.754
39707,ESPORTSTMNT06_2774623,0,0.497,-0.0855314,-2653.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.496,0.348,2.4517,1.2258,243.0,32.1701,-11.0,195.83
45371,ESPORTSTMNT03_3130913,0,0.89,-0.115378,-2556.0,1.0,1.0,0.0,5.0,0.0,1.0,0.5,0.494,0.533,3.0431,1.6077,-384.0,30.4306,10.0,197.397
47555,ESPORTSTMNT03_3133122,0,0.8329,0.00779325,-117.0,1.0,1.0,0.0,2.0,0.0,1.0,0.6,0.482,0.475,3.3625,1.4499,-289.0,31.5887,-48.0,218.597
48887,ESPORTSTMNT03_3132252,0,0.7166,-0.143125,-4061.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.495,0.477,3.7785,1.759,-2220.0,32.899,-27.0,184.143
55091,ESPORTSTMNT02_3190075,1,1.1194,0.096582,-42.0,0.0,0.0,1.0,7.0,1.0,0.0,0.25,0.55,0.523,3.1983,1.6951,-1460.0,33.0064,43.0,273.851
19114,ESPORTSTMNT02_3150955,0,0.5332,-0.18886,-2663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.388,0.0,1.8819,-1085.0,31.1762,-20.0,171.808
24683,ESPORTSTMNT02_3161391,0,0.8148,-0.143001,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.505,0.454,0.0,1.6947,269.0,32.8191,-18.0,198.909
37918,ESPORTSTMNT03_3126094,1,0.8862,0.148566,-311.0,0.0,1.0,1.0,4.0,1.0,0.0,0.5,0.53,0.411,2.9869,1.8053,-247.0,32.035,11.0,260.442
20219,ESPORTSTMNT01_3316608,0,0.8726,-0.129135,-679.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.503,0.423,3.2798,1.9258,-1681.0,29.6389,-25.0,188.13
49055,ESPORTSTMNT01_3333185,0,0.9984,-0.16092,-2754.0,0.0,0.0,0.0,3.0,0.0,1.0,0.2,0.529,0.421,3.3697,1.3417,-649.0,31.3885,18.0,190.059
4186,ESPORTSTMNT03_3091336,1,0.5901,0.134226,1995.0,1.0,1.0,1.0,7.0,1.0,0.0,0.6,0.481,0.621,3.1056,1.9565,400.0,33.2609,-27.0,274.59
20303,ESPORTSTMNT02_3152402,0,0.4329,-0.0468803,-969.0,1.0,0.0,0.0,2.0,1.0,0.0,0.6,0.508,0.442,0.0,1.3276,-422.0,29.2352,-12.0,171.509
25234,ESPORTSTMNT02_3162662,1,0.8541,0.250227,1511.0,0.0,1.0,1.0,5.0,1.0,1.0,0.75,0.519,0.574,0.0,1.4947,-445.0,36.6192,18.0,291.63
39682,ESPORTSTMNT06_2774603,0,0.8576,-0.0457441,-1420.0,0.0,0.0,0.0,6.0,1.0,0.0,0.2,0.52,0.45,2.6998,1.4929,-1351.0,32.3663,10.0,206.439
47567,ESPORTSTMNT01_3332633,1,0.956,-0.0120685,-1385.0,1.0,0.0,0.0,4.0,0.0,1.0,0.6,0.524,0.509,3.2308,1.4505,490.0,33.9231,1.0,262.035
48622,ESPORTSTMNT06_2776059,1,0.8847,0.12096,-408.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.508,0.567,3.2227,1.2638,628.0,33.4281,1.0,255.065
49462,ESPORTSTMNT06_2778102,1,1.0211,0.0963097,2514.0,1.0,0.0,0.0,3.0,0.0,0.0,0.8,0.512,0.523,3.4657,1.64,671.0,32.1506,7.0,257.619
52655,ESPORTSTMNT01_3341050,0,1.0046,0.0261552,3587.0,1.0,1.0,1.0,4.0,0.0,0.0,0.2,0.479,0.522,3.8661,1.4916,461.0,31.9635,-28.0,227.653
24574,ESPORTSTMNT02_3160389,1,0.8247,0.195227,1084.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.504,0.497,0.0,1.3746,752.0,34.2612,-28.0,268.962
25211,ESPORTSTMNT02_3161695,0,0.8911,-0.145683,-1989.0,1.0,0.0,0.0,2.0,0.0,1.0,0.8,0.496,0.512,0.0,1.7525,-1385.0,30.6832,-19.0,190.331
25954,ESPORTSTMNT02_3164302,0,0.8408,-0.16935,-1573.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.48,0.435,0.0,1.3213,22.0,29.5495,47.0,178.33
30694,ESPORTSTMNT02_3169507,0,0.8468,-0.0856039,-3038.0,1.0,0.0,0.0,3.0,0.0,1.0,0.6,0.495,0.495,0.0,1.3004,-710.0,30.1512,-13.0,190.669
31870,ESPORTSTMNT03_3114788,0,0.6472,-0.209524,-5808.0,0.0,0.0,0.0,2.0,0.0,1.0,0.2,0.478,0.436,4.1424,1.8123,-2774.0,31.9094,-25.0,183.417
38962,ESPORTSTMNT06_2775495,1,0.8411,0.116968,524.0,0.0,0.0,1.0,5.0,1.0,1.0,0.8,0.481,0.544,3.1464,1.433,-370.0,32.2118,-11.0,263.078
54803,ESPORTSTMNT05_3220228,1,0.9328,0.185971,7697.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.509,0.668,2.6985,1.4325,4064.0,36.3132,66.0,299.2
1247,ESPORTSTMNT04_2661049,0,0.9283,-0.194238,785.0,0.0,0.0,1.0,4.0,1.0,0.0,0.25,0.488,0.592,3.5895,1.5162,511.0,33.017,9.0,193.473
32494,ESPORTSTMNT03_3119106,0,0.4054,-0.238081,-2797.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.483,0.477,3.5381,1.0688,-748.0,36.8182,-1.0,169.187
32519,ESPORTSTMNT02_3171805,0,0.8521,-0.0283971,-640.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.486,0.398,0.0,2.4976,-198.0,28.6484,-33.0,182.462
43655,ESPORTSTMNT03_3131628,1,1.0461,0.278069,1920.0,0.0,1.0,1.0,4.0,1.0,1.0,0.8,0.493,0.568,3.3746,1.721,1154.0,34.2857,-8.0,280.448
15167,ESPORTSTMNT03_3103385,0,0.6925,-0.139035,-1966.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.515,0.387,2.9591,1.3536,-774.0,30.0944,-4.0,180.812
24634,ESPORTSTMNT02_3160419,1,0.5941,0.168923,4410.0,0.0,1.0,1.0,8.0,1.0,0.0,0.6,0.5,0.576,0.0,1.7162,254.0,34.5215,15.0,271.974
24635,ESPORTSTMNT02_3160419,0,0.5941,-0.168923,-4410.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.424,0.0,1.3531,-254.0,32.6733,-15.0,182.37
50590,ESPORTSTMNT01_3336250,1,0.9585,0.137464,3919.0,1.0,1.0,1.0,8.0,1.0,0.0,0.4,0.486,0.485,3.3227,1.278,1694.0,32.7157,21.0,275.668
53614,ESPORTSTMNT02_3186649,0,0.5607,-0.130444,-386.0,1.0,0.0,0.0,2.0,0.0,1.0,0.5,0.505,0.437,3.4346,2.1028,613.0,34.4159,3.0,191.334
54323,ESPORTSTMNT02_3186900,1,0.9991,-0.013838,-1241.0,0.0,1.0,1.0,8.0,1.0,1.0,0.667,0.481,0.557,3.913,1.2766,-135.0,29.4172,18.0,226.957
5086,ESPORTSTMNT02_3140740,1,1.0133,0.137596,1250.0,1.0,1.0,1.0,5.0,1.0,0.0,0.75,0.509,0.508,3.2242,1.2897,45.0,31.3511,-5.0,253.818
35926,ESPORTSTMNT03_3125156,1,0.6973,0.171637,3492.0,1.0,1.0,1.0,8.0,1.0,0.0,0.8,0.49,0.603,3.6857,1.4942,1359.0,35.0636,58.0,271.006
41375,ESPORTSTMNT01_3326246,0,0.5377,-0.0599008,-286.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.478,0.439,3.4792,1.4549,-142.0,31.534,-6.0,185.794
10306,ESPORTSTMNT01_3300186,1,0.5006,0.160669,1271.0,1.0,1.0,1.0,5.0,1.0,0.0,0.75,0.5,0.507,3.3704,2.3693,1209.0,34.1379,-17.0,259.095
10307,ESPORTSTMNT01_3300186,0,0.5006,-0.160669,-1271.0,0.0,0.0,0.0,3.0,0.0,1.0,0.25,0.5,0.493,4.0044,1.6018,-1209.0,33.9711,17.0,177.944
29819,ESPORTSTMNT02_3171212,0,1.1929,-0.0718794,-1398.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.505,0.425,0.0,1.5798,-552.0,31.5959,-5.0,229.277
38710,ESPORTSTMNT03_3128333,1,0.712,0.153668,2761.0,1.0,1.0,1.0,3.0,0.0,1.0,0.8,0.501,0.562,3.3657,1.877,-284.0,33.8511,3.0,259.845
43919,ESPORTSTMNT06_2774880,1,0.764,0.104817,1219.0,1.0,0.0,1.0,7.0,0.0,1.0,0.8,0.484,0.562,3.526,1.7042,-161.0,31.381,-4.0,263.277
44783,ESPORTSTMNT06_2775908,0,1.0011,-0.0838335,-957.0,1.0,1.0,0.0,3.0,0.0,1.0,0.4,0.519,0.432,3.1324,1.2917,-704.0,32.1959,9.0,205.15
19738,ESPORTSTMNT02_3152181,0,0.7634,-0.147908,-630.0,0.0,1.0,0.0,4.0,0.0,1.0,0.25,0.503,0.361,0.0,1.2146,-899.0,33.3835,-22.0,185.289
49030,ESPORTSTMNT01_3333167,1,1.1362,0.118628,491.0,0.0,1.0,1.0,5.0,0.0,0.0,0.4,0.514,0.537,3.8506,1.4203,-198.0,33.0458,-1.0,280.242
50699,ESPORTSTMNT01_3337227,1,0.667,-0.0838787,-1261.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.502,0.457,3.5686,2.0678,108.0,33.4186,6.0,224.031
14711,ESPORTSTMNT01_3308753,0,0.8919,-0.162656,194.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.487,0.49,2.9523,1.2301,-424.0,31.3993,7.0,186.963
42778,ESPORTSTMNT01_3325624,0,0.625,-0.105996,1041.0,1.0,1.0,0.0,1.0,1.0,0.0,0.25,0.496,0.563,3.5417,2.7083,602.0,35.3125,28.0,203.188
13571,ESPORTSTMNT01_3305848,0,0.4099,-0.0426497,1082.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.476,0.522,3.0583,1.671,137.0,31.6868,-4.0,189.106
20218,ESPORTSTMNT01_3316608,1,0.8726,0.129135,679.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.497,0.577,3.1595,1.2638,1681.0,30.9328,25.0,248.142
27130,ESPORTSTMNT02_3164896,0,0.7151,-0.0652518,1784.0,0.0,1.0,1.0,6.0,0.0,1.0,0.5,0.513,0.55,0.0,1.5323,-692.0,34.4268,21.0,193.641
38711,ESPORTSTMNT03_3128333,0,0.712,-0.153668,-2761.0,0.0,0.0,0.0,2.0,1.0,0.0,0.2,0.499,0.438,3.8835,1.6828,284.0,32.233,-3.0,192.725
10618,ESPORTSTMNT03_3098971,1,0.864,-0.00709696,-473.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.502,0.476,3.4558,2.0556,593.0,29.0169,-26.0,221.595
26363,ESPORTSTMNT02_3163537,1,0.5724,0.0349146,324.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.489,0.562,0.0,1.2121,25.0,34.8822,-19.0,261.96
27071,ESPORTSTMNT02_3163865,0,0.2399,-0.0870311,-1533.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.492,0.461,0.0,1.542,-912.0,33.1696,-36.0,169.138
38674,ESPORTSTMNT03_3128353,0,0.5737,0.0396212,358.0,0.0,1.0,1.0,2.0,1.0,0.0,0.333,0.488,0.448,3.5771,1.856,19.0,32.8346,-7.0,188.875
40954,ESPORTSTMNT01_3325060,1,0.5753,0.0994216,645.0,1.0,1.0,1.0,4.0,1.0,0.0,0.5,0.504,0.541,4.3316,2.0643,916.0,34.0778,4.0,250.985
1991,ESPORTSTMNT04_2664115,0,0.6051,-0.123992,-1364.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.482,0.494,3.2484,1.6879,-225.0,32.0382,3.0,172.07
55127,ESPORTSTMNT05_3220243,1,0.6578,-0.00831387,-829.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.532,0.564,3.7392,1.558,1410.0,35.7646,49.0,250.629
16655,ESPORTSTMNT01_3311915,0,0.5854,-0.0912688,-5341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.561,3.6748,1.8211,-4601.0,33.3333,-14.0,189.704
27059,ESPORTSTMNT02_3165762,0,0.6859,-0.191619,-2105.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.485,0.361,0.0,1.4371,-420.0,30.7022,-18.0,191.308
49078,ESPORTSTMNT01_3334143,1,0.9636,0.101746,1328.0,1.0,0.0,1.0,7.0,1.0,0.0,0.6,0.514,0.525,4.1113,2.3769,992.0,32.6981,-13.0,264.861
10666,ESPORTSTMNT03_3098980,1,0.5996,0.160336,4531.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,0.521,0.574,3.2804,1.4109,2239.0,35.6614,52.0,275.048
24682,ESPORTSTMNT02_3161391,1,0.8148,0.143001,-17.0,0.0,1.0,1.0,3.0,1.0,0.0,0.75,0.495,0.546,0.0,1.7599,-269.0,33.4383,18.0,254.672
27286,ESPORTSTMNT02_3164960,1,0.9873,0.271867,3434.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.502,0.592,0.0,1.5605,1565.0,32.6433,-8.0,285.962
50698,ESPORTSTMNT01_3337227,0,0.667,0.0838787,1261.0,0.0,1.0,1.0,3.0,1.0,0.0,0.5,0.498,0.543,3.6687,1.9344,-108.0,34.2857,-6.0,202.279
56350,ESPORTSTMNT05_3223113,1,0.7671,0.106053,3726.0,0.0,1.0,1.0,5.0,1.0,0.0,0.4,0.511,0.489,3.2351,1.8344,1498.0,33.3852,6.0,257.737
6106,ESPORTSTMNT03_3094256,0,0.6696,0.0203506,-39.0,1.0,1.0,0.0,2.0,0.0,0.0,0.2,0.506,0.442,2.2768,1.4397,-173.0,33.0804,-25.0,212.364
8795,ESPORTSTMNT03_3098225,1,0.6678,0.11834,2694.0,1.0,1.0,1.0,3.0,0.0,1.0,0.667,0.504,0.612,4.1828,2.5659,9.0,35.5009,13.0,262.285
16834,ESPORTSTMNT03_3103490,1,0.9059,0.0877841,2425.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.516,0.547,3.4122,1.6608,158.0,31.0418,11.0,260.552
20686,ESPORTSTMNT02_3153529,0,0.6742,-0.0709492,-164.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.486,0.443,0.0,1.4494,-361.0,32.9663,-44.0,218.13
24575,ESPORTSTMNT02_3160389,0,0.8247,-0.195227,-1084.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.496,0.503,0.0,1.6495,-752.0,33.8832,28.0,171.347
37895,ESPORTSTMNT03_3128067,1,0.7428,0.235306,6554.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.534,0.575,3.2752,1.6545,1961.0,34.9128,27.0,271.003
54119,ESPORTSTMNT02_3186748,1,0.4921,0.163668,2934.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.521,0.55,3.9367,2.0035,1246.0,35.7821,-9.0,266.376
10619,ESPORTSTMNT03_3098971,0,0.864,0.00709696,473.0,1.0,1.0,1.0,9.0,1.0,1.0,0.5,0.498,0.524,3.8431,1.4896,-593.0,29.3148,26.0,195.045
15791,ESPORTSTMNT01_3310502,0,0.4994,-0.0360661,-2616.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.486,0.432,2.6637,1.465,-1304.0,32.8302,-13.0,198.02
32614,ESPORTSTMNT03_3117167,1,0.4819,0.168252,2329.0,1.0,1.0,1.0,6.0,1.0,0.0,0.5,0.511,0.542,3.58,2.2031,1899.0,34.8365,28.0,261.205
37846,ESPORTSTMNT03_3127070,1,0.9121,0.112116,1012.0,1.0,0.0,1.0,3.0,1.0,0.0,0.5,0.516,0.591,3.2573,1.9218,-175.0,33.8762,30.0,263.094
38063,ESPORTSTMNT06_2775428,0,0.4638,-0.0290005,153.0,1.0,1.0,0.0,7.0,0.0,0.0,0.5,0.51,0.554,3.28,1.6897,-139.0,33.6941,-17.0,187.726
9418,ESPORTSTMNT01_3298902,1,0.6421,0.15731,4115.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.493,0.655,3.0819,1.2841,1245.0,33.9326,1.0,259.551
37702,ESPORTSTMNT03_3128016,0,0.842,-0.100964,-52.0,0.0,0.0,0.0,4.0,1.0,1.0,0.25,0.486,0.476,3.2744,1.3721,-378.0,31.1227,-11.0,186.368
45035,ESPORTSTMNT06_2773941,1,0.1959,0.11095,2430.0,1.0,1.0,1.0,8.0,1.0,1.0,0.8,0.501,0.551,3.2318,1.4037,2435.0,32.9706,-5.0,229.332
54815,ESPORTSTMNT05_3222225,0,0.8709,-0.077635,-135.0,1.0,0.0,0.0,2.0,0.0,0.0,0.4,0.486,0.59,3.1231,0.961,-1295.0,31.6517,6.0,208.102
5962,ESPORTSTMNT02_3139954,1,0.6706,0.214769,3915.0,1.0,1.0,1.0,7.0,0.0,0.0,0.75,0.533,0.543,2.4353,1.2353,1438.0,35.1529,41.0,272.266
15262,ESPORTSTMNT01_3309094,1,0.6053,0.0938383,293.0,0.0,1.0,1.0,3.0,1.0,0.0,0.75,0.501,0.464,3.1335,2.1009,-1289.0,34.4688,-33.0,266.92
18527,ESPORTSTMNT02_3150633,0,0.7924,-0.160338,1374.0,0.0,1.0,1.0,8.0,0.0,1.0,0.25,0.459,0.452,0.0,1.9651,490.0,30.9667,-7.0,197.781
22006,ESPORTSTMNT02_3155108,1,1.1012,0.238557,3267.0,1.0,1.0,1.0,8.0,0.0,1.0,1.0,0.527,0.598,0.0,1.535,1765.0,33.604,23.0,290.243
46835,ESPORTSTMNT01_3331382,0,0.7305,-0.0300279,-1486.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.507,0.545,4.1837,1.3282,-839.0,33.6359,-16.0,208.715
19739,ESPORTSTMNT02_3152181,1,0.7634,0.147908,630.0,1.0,0.0,1.0,3.0,1.0,0.0,0.75,0.497,0.639,0.0,1.7004,899.0,36.5067,22.0,264.0
26302,ESPORTSTMNT02_3163526,1,0.4588,0.0423224,1759.0,0.0,1.0,1.0,7.0,1.0,1.0,0.75,0.5,0.488,0.0,2.1628,317.0,32.2119,6.0,225.011
26411,ESPORTSTMNT02_3163544,0,1.0213,-0.0959715,-1773.0,0.0,0.0,0.0,6.0,1.0,0.0,0.2,0.506,0.486,0.0,1.8511,-1500.0,31.0851,21.0,197.394
27094,ESPORTSTMNT02_3163891,0,0.6557,-0.23108,-2730.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.476,0.454,0.0,1.2787,-848.0,32.1967,-38.0,171.318
37007,ESPORTSTMNT03_3123651,1,0.9386,0.164003,2119.0,1.0,1.0,1.0,5.0,0.0,1.0,0.75,0.519,0.529,3.1981,1.9119,-16.0,34.4844,4.0,285.219
18503,ESPORTSTMNT02_3148631,1,0.4143,0.136646,2654.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,0.547,0.548,0.0,1.5819,1994.0,37.3258,53.0,260.098
